uniqueidentifier,amount,date
bca-25accd56-06d5-460b-9183-0ed992acc3b2,-18000.00,2024-10-28
bca-fac88779-c0a2-42e6-b44d-8260965950c8,478000.00,2024-10-31
bca-c5641c3e-9f72-4518-b954-66f238b48d7a,996000.00,2024-10-30
bca-5c106b8d-7bca-414e-879c-b4ae818ec46b,892000.00,2024-10-31
bca-9350a206-55b6-4a16-a0cf-8616b7121a3f,-537000.00,2024-10-31
bca-6d2a316b-2e25-424f-91dd-51ae62572923,-933000.00,2024-11-02
bca-6a4bc433-5eea-4cb2-a231-abe82c8875fe,96000.00,2024-10-30
bca-e935992a-e433-4cb3-a643-66246e864f52,-673000.00,2024-11-03
bca-0fa5be7d-c508-477a-87a7-e2158ecb8c71,-620000.00,2024-10-29
bca-083b69ff-c11b-43de-8979-4fb4c1f7834c,-743000.00,2024-11-02
bca-0497dc42-2dc2-434f-af37-eba945b04fc8,313000.00,2024-11-04
bca-5e64da59-5c83-48b1-8a57-b3ba4fc019f6,411000.00,2024-11-02
bca-03718d4a-2e3f-485f-b254-a3cf601fe4b0,-377000.00,2024-11-01
bca-34099369-461c-4922-b4dc-e2c07868deb0,491000.00,2024-10-28
bca-feb69c28-00cf-4def-bd61-363dd6458437,746000.00,2024-10-28
bca-61cba023-0e26-4260-a15f-8a5bd0c8b54c,-711000.00,2024-11-01
bca-2756e910-9f25-46e5-8e11-1e6f8aeca398,64000.00,2024-11-03
bca-2900023d-a27d-4f2e-a0e2-dc8a9144d0ef,812000.00,2024-10-28
bca-17dde1b9-8d87-4cef-9793-4956f4d15886,-555000.00,2024-10-29
bca-a3eb0bf7-1413-43db-841b-c01cdb213c73,38000.00,2024-10-31
bca-2b8c3bd4-edd3-4901-a875-edeed2c4dad4,572000.00,2024-11-02
bca-9e3e3e03-04bd-4f23-89ae-1d4b18d1e9d8,989000.00,2024-10-29
bca-816bced3-cf85-4f51-b167-b2a9b857771d,328000.00,2024-10-31
bca-5d80a268-9990-40ab-b0ce-f470b686412c,-903000.00,2024-10-28
bca-869f82e0-dfdc-4e73-8c0f-2b40effa7d5f,-531000.00,2024-10-28
bca-5033d6f8-1bd0-4f6a-98a3-bb1f127828af,-570000.00,2024-10-31
bca-51509391-9b2a-449b-a049-dec9f59ec906,-911000.00,2024-11-01
bca-384ea763-e70c-4067-8211-8f104dbcebe4,373000.00,2024-10-30
bca-523980b8-f7b2-4f97-9167-db013ba3c510,-484000.00,2024-10-30
bca-fb9651a7-e644-4033-a285-6e695d8a1d34,-623000.00,2024-11-01
bca-9c9ff930-f5ec-45b1-b9e3-8e11f7653c10,962000.00,2024-10-30
bca-350d42f9-94f7-4b9c-8ed2-4f58d774aeb4,-1000.00,2024-10-28
bca-77f154eb-3b26-4e76-87ef-255d4d053775,-997000.00,2024-11-02
bca-87a137a3-8dc3-4c3c-ba92-8b69d6450037,689000.00,2024-11-02
bca-bc70f1e1-125f-4b14-80d2-4dfb9a231ee3,-662000.00,2024-11-02
bca-330036eb-ebb2-4aae-a13e-313672f40ce9,879000.00,2024-11-02
bca-fb148e60-d526-44eb-87b8-9d51b70827fc,-780000.00,2024-11-01
bca-7f63f0b9-3d64-49c9-adf8-ff7731a7b175,227000.00,2024-10-31
bca-16249340-194f-433d-b1e0-b63d2b868417,-148000.00,2024-11-02
bca-99b00398-8cd0-4268-a195-644ce6af4b54,-559000.00,2024-11-03
bca-972a2666-d12b-4fe6-a5a1-ae16a591f547,20000.00,2024-11-03
bca-f097f529-3611-49d7-9f5e-37945c9a2478,598000.00,2024-11-01
bca-ec32a838-280a-4043-b629-13c947666095,-364000.00,2024-10-30
bca-89738a1e-96ba-4368-af8b-a177393f3957,496000.00,2024-10-30
bca-b4f1f47b-15d8-423e-97f8-e16462777392,-7000.00,2024-11-02
bca-1b2adc99-c2fe-412f-8d43-cf5f8003f006,764000.00,2024-11-01
bca-6f418dc4-8158-468a-8133-203284a086d2,291000.00,2024-11-02
bca-319d4b7c-7065-424a-b7e9-53cb71693971,188000.00,2024-11-03
bca-46b496ab-8931-4f2d-8fac-6223da64789d,-578000.00,2024-10-30
bca-a44b93a2-b73e-4ada-874e-3f3a6bc608ed,-733000.00,2024-11-02
bca-30a523ed-2590-46e2-8fde-06aa9783751e,223000.00,2024-10-28
bca-6ac8b048-a8bb-4fde-8d43-faf46a9e4599,645000.00,2024-10-31
bca-9354e0ab-5264-4621-b878-b8a588ffb764,-90000.00,2024-10-31
bca-99460d70-6e7d-4ad8-9e3c-06bbb25836ef,271000.00,2024-11-02
bca-786d25d7-0655-46eb-961d-86346183f2e0,777000.00,2024-11-03
bca-fac71df9-4d67-403e-bcc7-0587457a7f06,-721000.00,2024-10-31
bca-393d98b0-3be5-405a-b6ae-c9c19fd01895,-871000.00,2024-10-28
bca-36818c15-d44b-448f-8e47-e765389c7032,-343000.00,2024-10-29
bca-3c90a8e2-8f82-48a9-b769-d377e1122c58,14000.00,2024-10-30
bca-72438258-1f68-4556-8560-e9ede81c8e73,781000.00,2024-10-29
bca-0ffa8344-e98c-4eaf-92fc-642c8294412f,221000.00,2024-11-03
bca-25b3c73a-5517-4443-a15d-2b681aed7631,-41000.00,2024-10-29
bca-5007902a-9788-4ba3-9edc-7e550319a1e9,212000.00,2024-11-03
bca-93040c5b-330f-4349-8d8c-12cd266d31b8,500000.00,2024-11-03
bca-9895c3e5-6577-4436-80bc-645b05fcf61d,-501000.00,2024-10-29
bca-5231baac-4646-4109-a459-d4d91b974306,152000.00,2024-11-02
bca-166ad807-65f9-42ac-8316-918856e0dd20,-992000.00,2024-11-01
bca-0660a872-23fe-4d08-88e1-8ccb3d84396a,-201000.00,2024-11-02
bca-1825fdc0-9f80-4ef6-afb7-5b0735fee7f6,585000.00,2024-11-04
bca-11efd6cf-4dc4-461d-a887-f5313a500782,173000.00,2024-10-30
bca-153576e0-8729-4fa3-be6f-dccbc46e99b0,593000.00,2024-10-30
bca-f847d7bd-f920-44cd-ae5d-88fe5aa31530,95000.00,2024-10-29
bca-201c92ca-bfec-48c6-b288-5a20efcb31c1,-779000.00,2024-10-31
bca-9b43c138-0758-461a-a5dc-4794980b8c56,506000.00,2024-10-29
bca-368729f0-c153-4d5f-8136-7940b4f32545,633000.00,2024-11-03
bca-f43b00a4-8d1a-4e4b-9a5c-36b1b6fa6c99,516000.00,2024-11-03
bca-140f67d6-b2e1-40a8-a819-4b70ffb3c435,-769000.00,2024-10-28
bca-c4b0f91a-a0fe-40b3-bd5f-805c32659902,512000.00,2024-10-28
bca-77a6b3db-32a9-4ac8-ae1a-e12508f7feb6,954000.00,2024-10-31
bca-3f5c4302-749b-41b4-9da0-9d43b8ae5704,873000.00,2024-11-01
bca-d3e3b17f-90e7-4214-867d-ea817289ec99,-395000.00,2024-10-31
bca-c059e118-a555-44c3-834c-ff9128bbc450,151000.00,2024-10-31
bca-b3ad09da-6d0a-4074-9749-be3e8516294c,-303000.00,2024-10-30
bca-1a2032f7-af48-45c3-9475-74f990c8d89a,705000.00,2024-10-31
bca-18bcc515-dd8e-4f7b-a87d-9913e07a0327,-611000.00,2024-10-29
bca-8abde225-4e7f-42c3-85a6-3e5ff4d4372d,-10000.00,2024-11-03
bca-90d0f761-a13f-41fd-b7ae-2c06e1147132,-728000.00,2024-10-29
bca-fb2fc2eb-4ea7-45b1-9f67-a065abf44a5c,271000.00,2024-11-02
bca-b3dea933-2e5d-4fbb-bda1-e7f622b1c589,-416000.00,2024-10-30
bca-15db72ff-7e1e-46a9-9745-18aac670b8b5,620000.00,2024-10-28
bca-a2081d22-0e5b-41c6-9613-15fbf80e8673,135000.00,2024-11-01
bca-c11f4fc6-acc7-45a5-b693-ca9cb8ae542a,-789000.00,2024-10-30
bca-c826ce50-77ce-4e4d-813d-8eb5e9c48ffa,-219000.00,2024-10-31
bca-c9a695ea-b1ab-4b5a-9349-a993dcfb86a8,-385000.00,2024-11-03
bca-59f9bc15-1fb2-4841-b1be-501021d728b8,572000.00,2024-10-31
bca-014ea448-3dd1-4a0a-a582-0663282891ed,-177000.00,2024-10-31
bca-c3d968b6-fa56-4676-892d-aed6e326ddad,-723000.00,2024-10-28
bca-3a5881c8-543d-421a-84bf-bd39698cafb0,-593000.00,2024-10-29
bca-504baae0-da0a-43c8-97a0-e365a9d64a73,-387000.00,2024-11-02
bca-97096bd3-8540-4823-9994-4b6b506b9c03,257000.00,2024-11-03
bca-2d91b3cd-3e85-4b06-bcd0-9f7c1ef2d5e4,663000.00,2024-11-01
bca-1149903e-f8f7-49da-9b55-d059a46db413,691000.00,2024-11-01
bca-7dfb8d6a-574b-4870-b1e3-c7e9266de8ac,630000.00,2024-11-01
bca-0a519c88-00c0-4381-96a3-acda14fe0374,-350000.00,2024-10-30
bca-7d0508a9-1e85-4493-aa5d-de50ca764c7e,-671000.00,2024-10-30
bca-e81c15eb-e854-455e-ace2-919728052391,61000.00,2024-10-28
bca-7c2beeba-4813-4b0e-bfe5-f10047bc2df3,612000.00,2024-11-01
bca-e5714573-4309-4a94-a043-7aefbc61bcfe,775000.00,2024-10-28
bca-f30b308c-b35e-4ba4-bcf8-546ef24828a0,-753000.00,2024-10-31
bca-93727423-91be-4a5a-aa55-dd9cc946dfd7,481000.00,2024-10-30
bca-46cbc45d-9081-4e76-a3b4-9406091bbdf9,655000.00,2024-11-02
bca-4f0396b8-fca4-439a-8ecc-572a74a22c70,886000.00,2024-10-31
bca-263e34e0-26cb-454f-8341-7f27248775ee,-323000.00,2024-11-03
bca-5198447e-10b7-49a6-990f-677bde8dbc21,3000.00,2024-10-31
bca-311d471c-c53f-4a83-adf5-66cc27e4e6b3,855000.00,2024-11-01
bca-d5387f1d-e22b-4196-9cdf-96685f9232fe,-784000.00,2024-11-02
bca-48d01882-04b2-4d98-ad49-876f48a00606,677000.00,2024-11-03
bca-a7378fcc-5041-494e-8205-2d406d8990ca,-318000.00,2024-10-28
bca-ed851145-ca69-4794-b033-fa74fe398f75,753000.00,2024-11-01
bca-84c966cc-5be2-4b20-a6a1-2edbc787648f,-820000.00,2024-11-02
bca-1855fe55-65d0-486e-80e0-4beff23bbb27,755000.00,2024-11-03
bca-20b41f1c-ee71-4bf0-bf39-29108fd3c0df,-521000.00,2024-10-28
bca-678da884-e1c9-4a06-9135-7c27daa00674,-777000.00,2024-11-03
bca-9dfdafd3-a6db-42aa-bb5e-b895876960d8,914000.00,2024-11-03
bca-4c5f1431-8866-47b7-ac7c-29ea18cdb3d1,-532000.00,2024-10-31
bca-3f2415aa-aed1-4cbb-a3fa-b25d83c0418b,-297000.00,2024-10-31
bca-48f2ad5c-7409-4a2f-9f01-c5f2896fd337,319000.00,2024-11-03
bca-3132ca8f-f9d5-4b7c-9618-d75718d9234e,-121000.00,2024-10-29
bca-c9780d1e-8a93-4829-8252-8e5d57186c57,-678000.00,2024-10-29
bca-19ed3a95-1b98-43b7-9911-a6973a09a6ab,-753000.00,2024-11-02
bca-d91d30da-d4de-4682-b661-c86e4c1856f2,-668000.00,2024-11-01
bca-758f56d2-4c2f-4c85-ab9e-81b1868f2874,-423000.00,2024-10-28
bca-110eb51f-3442-4fd4-a27d-81ab4004767e,261000.00,2024-10-28
bca-2903c30b-c78f-4cbf-ac8b-bc728721c3a6,-217000.00,2024-11-02
bca-6073e711-c7a2-46ed-89d3-ce5f556319fb,-302000.00,2024-10-30
bca-24b5d224-a405-474c-88b9-99c567edfac2,-625000.00,2024-10-29
bca-22fb5ad5-ac54-4649-827f-dd7e080326f8,465000.00,2024-11-02
bca-ac3cdd18-68b4-4bb8-a9a8-bda1bfec571b,601000.00,2024-10-30
bca-9ab0c574-4326-4513-9d3c-9cf99ff795d6,-976000.00,2024-11-01
bca-ecc69774-3ace-4d17-afd6-f372ed6a56b3,-252000.00,2024-11-03
bca-cf41188d-c2b2-4e8b-a838-afacc935aa42,-156000.00,2024-10-30
bca-8bcd9a1e-8169-4291-9cc4-ff3cda27dd5f,-857000.00,2024-10-28
bca-29b73e72-1c5b-434c-863f-2ec15d5a491a,-66000.00,2024-11-03
bca-88c85521-0f7a-432b-a806-0fe2acd5f3cb,911000.00,2024-10-29
bca-f90493dc-7ad1-45ef-9843-bfc0a953db9e,253000.00,2024-11-01
bca-abda5651-14c1-4e0b-a183-644bc823e9cf,991000.00,2024-11-02
bca-ee27cbf6-8809-4f2c-86dd-a2db038c64af,-458000.00,2024-11-02
bca-21ecc304-e789-481a-a69f-1496b357fd64,-852000.00,2024-11-01
bca-674e1125-c598-49eb-81a6-85a022578977,634000.00,2024-10-31
bca-486d2187-dba8-4182-bde1-70be880d5e11,-896000.00,2024-11-02
bca-99c85536-afb9-4bee-8329-80f8c45edc9a,-217000.00,2024-10-29
bca-8aae9036-4470-4c2f-8639-560508496b63,288000.00,2024-10-31
bca-3f281d90-29ba-4ec6-b69a-96b3a6251122,309000.00,2024-10-30
bca-262f0eb6-cc72-4c0f-80ee-6af03443d2a8,402000.00,2024-11-03
bca-0080058d-364f-468f-83b2-3251bc65cb60,136000.00,2024-11-01
bca-337dd275-1f57-4021-aa36-fce03136e9cf,92000.00,2024-11-02
bca-cd3fc5a6-cfc3-4095-8f17-d5db3e72c0c9,761000.00,2024-10-30
bca-e52e0f8a-02cb-4b45-aa68-62efd72ae1c1,419000.00,2024-10-29
bca-9c190aa1-98a9-4f30-831f-5877bdbd16cc,-620000.00,2024-10-28
bca-b2d262c3-3165-4342-8b24-ac3329959082,-594000.00,2024-11-03
bca-a49fef99-fe34-4a08-b750-706c99242626,-368000.00,2024-11-03
bca-018319cc-f6aa-4f77-9979-280af53d7283,-121000.00,2024-11-01
bca-6e1bf522-3a51-4fe8-935f-303e5605780a,763000.00,2024-11-03
bca-0b3984f4-379e-429a-85f0-2e44bc46c6e4,562000.00,2024-10-28
bca-df82d9b1-0f39-4943-87cc-71590a647823,-967000.00,2024-10-31
bca-97d8b365-610b-4640-9e9d-4a9c1a0f8f7c,-176000.00,2024-10-29
bca-98550c70-f42f-415a-abf6-f41124358a31,369000.00,2024-10-31
bca-88ceebc2-d46b-4e72-b35e-f44e2bbc3fdf,-744000.00,2024-10-31
bca-ea630623-4ea1-4140-aaee-6c111077f1f5,109000.00,2024-11-03
bca-f73378dd-4268-47aa-bad8-8932ea92f6a9,143000.00,2024-11-02
bca-ca8b93a9-cb1c-4e38-b0c1-09c3b93f1a7e,-300000.00,2024-10-30
bca-a47a4693-3b9e-4dbf-9c3a-45670d6b8a52,-701000.00,2024-10-30
bca-c65687be-f5d3-453e-afe7-e02b761fc900,-610000.00,2024-11-03
bca-3c9b71c2-9c61-4e7f-a915-cf1484ac08e0,762000.00,2024-11-01
bca-66c5a27a-f02d-4e49-b8b7-d8c815e1440e,-702000.00,2024-11-01
bca-abe975c0-35af-40c7-804e-c24f984a2ba4,319000.00,2024-11-01
bca-e668a577-fe0f-4222-94d5-f61a4a46e097,-558000.00,2024-10-30
bca-723c25fd-9f37-42a5-9211-d8da0e703537,-216000.00,2024-10-31
bca-fe05e0df-6c11-4361-b041-2ac390ceeb66,-537000.00,2024-10-28
bca-bd2d8997-9aef-4999-87cf-3f4b99bd2e75,103000.00,2024-11-01
bca-9c59a377-082d-41f4-b7b7-4790ee4d2d81,-629000.00,2024-10-31
bca-ca710449-92ad-47a8-8db6-43744f5327f3,-193000.00,2024-10-31
bca-0de04b66-48b8-47c2-b7f8-0c0f67ca7e49,955000.00,2024-11-03
bca-5a4d28e3-edb7-4ad2-af87-15276087e6f0,791000.00,2024-11-01
bca-f4319949-882f-404b-9b37-61a2a72ac5fd,-655000.00,2024-10-31
bca-99ea7943-edad-4e81-a0fd-b693297e03fa,-91000.00,2024-11-02
bca-235a2790-8ba6-4b33-b5bb-35d3751403e7,737000.00,2024-10-31
bca-37a63ab0-acec-45ad-b557-251bcbaa5f69,88000.00,2024-11-03
bca-a1c112ed-4bff-4197-9f52-9dc3dbc24572,-520000.00,2024-10-31
bca-0145805e-fb2f-464b-81a3-a85a5cb41b93,-438000.00,2024-11-03
bca-56bd0bc9-0f47-4133-91c4-17b235b05a9b,261000.00,2024-10-28
bca-8c0cb974-7c1f-45d3-8af3-e0917cc9d19a,-798000.00,2024-11-01
bca-e7ead7c4-6068-4882-9ea6-4431e63571e0,712000.00,2024-10-31
bca-5a15efac-5a2d-4187-a7ae-b7a81fe632ed,-46000.00,2024-11-01
bca-f1e7be8f-9ec6-43cb-97a4-fdc6685d7b03,721000.00,2024-10-30
bca-94911b36-7016-4aa7-bbdc-c0341b2eb6cb,-224000.00,2024-10-29
bca-bc6863df-1fde-4eec-80fa-b44a2d93f299,-133000.00,2024-10-31
bca-7ad84ac8-8f2a-47ff-8a2e-6b2f0dcd1dd5,-820000.00,2024-11-01
bca-6fb3fc8a-d0de-4339-bc15-51c73f76971b,509000.00,2024-10-31
bca-ca54878c-03b7-4c7f-acb4-901a2ecd94f0,-62000.00,2024-11-01
bca-da37a435-f791-41e8-b9d8-d3b526ff6795,-954000.00,2024-10-30
bca-adea4aec-43ed-4fc3-8deb-7c7fa21465d0,-29000.00,2024-11-02
bca-76bfb90c-f13d-4117-b3f4-6cd9e3275d7f,482000.00,2024-10-30
bca-3762551f-f714-495b-b293-5a2dd76a3a3b,764000.00,2024-11-01
bca-de385f9b-ca5c-41cf-8a28-8d9c67644b03,-771000.00,2024-11-01
bca-8be9f68d-a5d4-4f48-9262-e2e64e85f57a,-253000.00,2024-11-01
bca-8e020e54-36fe-4cbd-98bc-1c911d97c1d8,685000.00,2024-11-01
bca-1fdcb6c5-685e-4d79-8058-ecee6dc9096f,452000.00,2024-10-31
bca-4fb6af1a-ef88-45bc-85b8-a6a30510e3f9,355000.00,2024-10-30
bca-d367ee0e-237b-44a4-bfcf-d6b8e88ce4ae,526000.00,2024-11-03
bca-0ff7ca09-e47b-4263-b43a-675470732445,489000.00,2024-10-29
bca-ead28f99-c686-4dc7-b6e7-97981333f6ab,-285000.00,2024-11-01
bca-ed0de76b-b5ce-45e2-84b8-b00304247ddc,-757000.00,2024-11-02
bca-4291678d-ca83-4ffd-b6e9-3aff22ae9b21,-987000.00,2024-10-29
bca-9c71bbf3-c32f-48fc-97c8-9c55c295afa6,-291000.00,2024-10-28
bca-c4794b14-ff5d-49af-9a48-9662bfe5b45a,568000.00,2024-10-29
bca-9434bbff-9db8-4432-9b33-a9b578a7d7bd,-477000.00,2024-10-31
bca-3e4d5591-a0a4-4b61-9f52-672dedc6e612,108000.00,2024-11-03
bca-4b0ac471-9a33-4663-bf42-713d05cdec91,170000.00,2024-10-29
bca-0f3d2646-53ef-4f07-abb6-337e995bf314,-962000.00,2024-11-01
bca-740eb26e-3e03-4a5f-b0ad-454d5cafafb4,281000.00,2024-11-03
bca-212abc72-0e43-4436-b6f6-a8b53baf0809,-880000.00,2024-10-31
bca-f7938d1c-6c6a-4b1d-a221-566b0f9b2454,836000.00,2024-10-28
bca-5be100f7-4abf-4299-8001-9bfdaebb7c5e,299000.00,2024-11-03
bca-fdb1aed3-1604-4bed-8ce9-28b2dfefc6a8,-844000.00,2024-10-29
bca-f5823c20-7f90-4cec-9acc-bd254cf9672d,-968000.00,2024-10-30
bca-c62ed0f5-6ebb-480c-8dbf-c3bf96f47a1f,430000.00,2024-10-28
bca-213261ca-6b59-421c-a8d7-b9c14c14b547,652000.00,2024-10-30
bca-cf883c74-0e51-4880-b8de-7b934947d172,-340000.00,2024-10-30
bca-a16f037a-d024-49a3-8f4c-96f944b806d8,723000.00,2024-10-30
bca-57046d92-fdd3-4b58-8d3f-cf34ee050bad,30000.00,2024-11-01
bca-6abf431a-cf14-4499-8af6-6e95662523e4,-177000.00,2024-11-02
bca-cecf2338-2deb-4712-a8bf-fe16a6e4712a,598000.00,2024-10-30
bca-9036a466-c7eb-4037-9ef5-7fa50c5fd95d,256000.00,2024-11-02
bca-31650769-0dd7-470c-b052-93168b917306,-559000.00,2024-11-03
bca-f4e48ffc-7567-4563-9830-95854bfc277f,670000.00,2024-10-30
bca-561bd607-1ea4-441f-bd3a-b043a6e0a3f5,637000.00,2024-11-02
bca-b66eea70-8218-4342-adb6-7b315acf903d,601000.00,2024-11-03
bca-7fe18c43-f724-434a-9d03-c69549cedc71,116000.00,2024-11-02
bca-a5939e64-6c51-42e2-a2d6-ae91ef67d9d1,376000.00,2024-11-01
bca-5d17654c-f10a-4287-82bc-7405a1f438b3,-788000.00,2024-11-01
bca-7d6d8f46-2158-4d7c-8a2a-f2ffa6b4e6a6,395000.00,2024-10-30
bca-25d1c888-f6a5-4fdb-af6b-3882c21c2bd1,-917000.00,2024-11-01
bca-63b97ad8-4d7a-41c7-bf28-a74d96d77b3d,-278000.00,2024-10-31
bca-e33f2670-71f2-4895-9623-66112c18e144,291000.00,2024-11-01
bca-2da39b38-0705-4bfd-8062-43067660728b,-548000.00,2024-11-01
bca-72300869-3117-40ff-a88a-9e83868328bb,-580000.00,2024-11-03
bca-92e0dc71-4ca2-4527-b6f3-5953ab3e6534,968000.00,2024-11-03
bca-df07aaae-6d68-46df-b497-82a80d6b3e55,-309000.00,2024-11-03
bca-3332952e-f44c-483b-b908-0abe654b91b5,141000.00,2024-10-30
bca-dbee559c-dcff-44a0-8075-035375630bc9,594000.00,2024-10-30
bca-5d3ec58f-783e-4c06-a121-b790546efb37,-385000.00,2024-11-04
bca-21740b2d-0ad5-4526-8da2-0b915a0f05cb,-517000.00,2024-10-28
bca-1a4856a5-8b1b-4184-8df2-aaab17cc9992,-686000.00,2024-11-01
bca-01065106-0ef1-42bd-a2bf-2d21d0ecc4a0,312000.00,2024-10-28
bca-c5ff319f-2c10-49f7-b1d7-1f8596883c40,455000.00,2024-11-03
bca-0d3e894d-1248-44c1-bdf2-8778ad9d29bd,-370000.00,2024-10-30
bca-2aa560bf-8296-4eae-bda8-0828d4c8b651,134000.00,2024-11-03
bca-07067210-7307-4fd1-ad48-26d561cab019,-99000.00,2024-10-28
bca-8098ef77-96f8-452e-b6b0-a2daeda9aa6b,-178000.00,2024-10-31
bca-2442d20c-6283-4b2c-b751-fcd64d183d12,-133000.00,2024-10-28
bca-fcbcd996-c503-4ab6-8b5d-0e59ddbc9390,-864000.00,2024-10-28
bca-f5ef34ab-16c8-4a59-9408-800ba2f80169,580000.00,2024-10-29
bca-9aec4259-d0c2-4dda-80b2-17b26fe5ab0f,490000.00,2024-11-02
bca-e735c23f-970c-414c-9b5b-1b1710dc0a6b,400000.00,2024-10-28
bca-cdc687d5-f107-40e3-b42d-b151a2e94833,487000.00,2024-11-02
bca-ff75f093-f6ae-4558-be2e-d69e37472dc6,-750000.00,2024-11-02
bca-1e344919-866d-4580-8f7a-97f3454935a4,738000.00,2024-11-03
bca-39305dac-9a0a-4d26-b883-2deed48a2cfa,-515000.00,2024-11-01
bca-e75b551f-8b5c-4239-968c-d117d41b545e,847000.00,2024-11-02
bca-2a10a022-af7e-41a1-9293-e9538f9c0396,-236000.00,2024-10-30
bca-654fb13b-8d8c-4158-a409-a7adffafa542,904000.00,2024-11-02
bca-085c9183-6867-4eb0-a120-97c18722e06d,-505000.00,2024-11-03
bca-e2a73ae3-cc34-45cf-9832-fbe12f08b24b,812000.00,2024-10-31
bca-5ee79453-2e99-4d0d-8b18-9f8a0c133c04,-810000.00,2024-10-29
bca-f9b17abc-ff41-4316-b37e-8dafd20709cf,-544000.00,2024-10-28
bca-f5afae3d-635b-43ee-9498-78bb7b0a0f14,-568000.00,2024-10-28
bca-65000e43-d9eb-4926-bde6-cc24ca5390f1,-849000.00,2024-11-01
bca-84819391-54aa-49a0-ad6f-63c7bcf4466c,643000.00,2024-11-02
bca-ab6e9d04-3bcd-4333-8883-ca10b6615d18,650000.00,2024-10-31
bca-846deb30-9b41-4b9a-ae36-a23a14a99f33,958000.00,2024-10-31
bca-7ad2e84c-aad3-47db-af3a-989d15638b2a,533000.00,2024-10-28
bca-0fab59a1-72f0-44ca-9b72-ca99f5b901f8,701000.00,2024-11-02
bca-0d06a822-978e-4c56-993c-b4ff7652bfb5,-428000.00,2024-11-01
bca-6d31bcdf-d7d8-4353-84a4-9f77f340eaf7,-715000.00,2024-10-31
bca-4ae1dbef-3206-4165-9712-45309b4a6c84,-924000.00,2024-10-28
bca-78dd7e5d-2b5e-44d4-9468-b1d2a4c96b51,969000.00,2024-10-29
bca-ba4d1896-6b61-49e4-8027-b7f03d6a4519,914000.00,2024-11-02
bca-1e041cc6-3e1f-4551-aff6-c9e218d3ca19,-579000.00,2024-10-30
bca-a73b79fa-69f6-4246-af2d-e13ede7db121,717000.00,2024-10-30
bca-86786273-0489-424c-9886-ea3a696ed95a,322000.00,2024-10-29
bca-15a068c5-4e95-4168-be97-503bed414b33,-782000.00,2024-10-28
bca-eff6ee8c-a954-41d9-ba9f-de620611b5c1,774000.00,2024-11-02
bca-a4db87fb-d7ab-4622-896b-317a8b0c124b,-732000.00,2024-10-29
bca-3fd88a31-e0ab-49d6-9a16-50990f8085f7,724000.00,2024-11-01
bca-e54f6b15-6413-440c-a3ea-e466e7530d59,-998000.00,2024-10-28
bca-155453c8-edf0-46fe-a068-30b75e056150,983000.00,2024-10-31
bca-b69b9dad-c36e-4f1d-ad06-b4e8abc19cb9,338000.00,2024-11-02
bca-6015e049-65b0-4d9d-9749-dbc19829b52a,742000.00,2024-10-29
bca-0f960140-8773-4ea6-a5db-25fb289bc7b9,546000.00,2024-11-03
bca-a5798efc-5db3-4993-bdb9-170be79bac1f,-618000.00,2024-10-29
bca-308a590b-983e-4d0d-9e43-83d154786952,-411000.00,2024-10-30
bca-f7a4e336-912a-4978-8fb4-bb88a920e072,-846000.00,2024-10-30
bca-ffdc2dff-c3e0-41d4-9f6e-9021a4c21d09,-366000.00,2024-10-29
bca-341add21-0ca6-4b8d-b6d2-e242d6043bf4,-469000.00,2024-11-02
bca-4f603a62-9821-4d46-b002-84a2f329d50e,27000.00,2024-10-30
bca-033e4bc7-1c7e-4353-852b-24643065d4c1,727000.00,2024-10-28
bca-b2d79184-2fa3-4edc-822a-ead0ad6ef391,697000.00,2024-11-01
bca-3d537ebd-83e2-485d-a1f8-bc3f21688b7f,331000.00,2024-11-01
bca-19c4808b-224d-49e1-802a-ab2e620766a6,-530000.00,2024-10-28
bca-1e1bf0ec-b62f-4733-b2f6-b26ef4c079cc,816000.00,2024-11-03
bca-7a4558e1-c701-4feb-870c-c6977bbd4b85,-470000.00,2024-11-03
bca-946fa6b3-9fc2-4b00-b0bc-3dc339c1df48,-861000.00,2024-10-28
bca-1d359dee-6e9d-46b9-bb70-e6ff5a4178d6,-740000.00,2024-10-31
bca-1d4305d2-eec4-4444-acb3-8b84b5812342,443000.00,2024-11-01
bca-6c10a8b7-4e48-4593-8986-8f929af94a1c,-345000.00,2024-10-29
bca-25350af1-68c8-4eca-b70c-c4fe2ef61df2,-150000.00,2024-11-03
bca-418810d7-25d0-4b15-8b09-18db68f9bf5a,-268000.00,2024-11-01
bca-4f59941f-85c6-42dd-827e-6b6d0fccdb0a,75000.00,2024-10-30
bca-7f07d34b-b45e-4a81-917e-acb5e0373118,879000.00,2024-11-02
bca-bbe234e5-8d82-4070-bbb8-ea1dd1bbcc2e,404000.00,2024-10-28
bca-5a837ee1-82cb-4b38-9a81-4f5f21dc2650,-166000.00,2024-11-01
bca-3a1ac697-720d-4afc-b1c9-af7848683771,659000.00,2024-11-02
bca-4867c2d1-cb3f-4893-8c31-99ba1747ced0,416000.00,2024-10-31
bca-fc68b7ee-de8f-4607-b618-ffa4e93fa721,-243000.00,2024-11-02
bca-53b84338-df22-404f-a3db-bd32c8108db6,-221000.00,2024-10-30
bca-f20bd078-4912-4bac-8fad-f62db0c33584,781000.00,2024-10-31
bca-c2ff8472-9844-408e-9395-19fc4750b079,313000.00,2024-10-29
