uniqueidentifier,amount,date
bri-ec25bd9b-883b-4b0f-9012-88fd85b004d2,-984000.00,2024-10-30
bri-b64ec73b-9826-4065-9e6a-98a0ce0e0213,979000.00,2024-10-29
bri-a2ee8c07-0947-45b8-9cf4-06f4193c84b7,-950000.00,2024-11-03
bri-37681249-9453-426d-8595-d8d26d7dd303,-308000.00,2024-10-30
bri-1f0f36dc-d9a8-4d30-860f-6829c905d663,-713000.00,2024-11-01
bri-ac8d5d79-0268-4f1b-bc61-3f2f0ece2f98,-396000.00,2024-11-01
bri-66f707a5-cb38-4f1a-bbb2-eb66a753e447,-507000.00,2024-11-01
bri-654de23c-634d-4208-a6b8-bb6eb3bd0dd1,234000.00,2024-10-29
bri-44f65a5f-03e0-4335-8838-02e640fa1817,620000.00,2024-11-03
bri-66ef9a25-4870-406e-aee5-8cd20777a4d1,97000.00,2024-10-31
bri-4963751b-7093-4335-bcd4-ca25e12ee09e,24000.00,2024-11-01
bri-574bff3e-83ec-4287-bef1-d286f1aa10bb,472000.00,2024-11-02
bri-4a32548b-7c50-422f-821b-434dc12ebe1d,518000.00,2024-11-01
bri-72dd3783-dfec-4c35-91ca-e914d2cd63ed,605000.00,2024-10-28
bri-e5f29db5-1a2c-4288-81c7-a0c79eab3f69,999000.00,2024-11-01
bri-60c3cca3-1fbb-462c-8f24-dbf3dcb0bf64,-86000.00,2024-11-02
bri-56d0d3cf-dee5-42f2-8a34-ef58235017d4,-604000.00,2024-11-02
bri-fc744628-b490-4e6c-8010-590dbe675cc3,588000.00,2024-10-30
bri-437c1fb5-c964-40ae-9e54-cff5a843acc5,943000.00,2024-10-28
bri-f239a801-c792-4630-ae50-a975fdf65ae4,-203000.00,2024-10-30
bri-b07595e5-135d-4fda-8d65-441d99250867,821000.00,2024-11-03
bri-6d91163c-9d82-46eb-9f3d-f69ca2567a1f,929000.00,2024-11-03
bri-64c60a3a-4d7b-4764-84a0-1ceae6a254f7,-779000.00,2024-11-02
bri-ab7af1d1-27bb-4b75-a24a-e460f7d6f48c,933000.00,2024-10-29
bri-fa35efe3-7149-4b89-add9-1424b33dc2e0,-719000.00,2024-10-31
bri-4693a318-6b76-4516-8278-8c26178f5bcf,-764000.00,2024-10-28
bri-793def9b-49ea-4db9-930e-cca77c0ba5f3,-877000.00,2024-11-01
bri-744cf76c-7fc5-4bbc-9b2d-aa563a299460,971000.00,2024-10-31
bri-acf17e4e-ad8f-4407-aa6a-40e88acbc5eb,-53000.00,2024-11-02
bri-fbab52f3-6ae7-4595-a778-a2958c73adf5,998000.00,2024-11-01
bri-d2e3c97f-6713-4f3b-b6f7-74d2b5b29b3b,-716000.00,2024-11-01
bri-bbf05655-205e-4279-b36c-7f9dc43bb275,582000.00,2024-10-30
bri-b2652058-465c-4ec7-ad82-60a76e01da1d,850000.00,2024-11-02
bri-7608cd85-ea16-4ebd-9c01-1996ec91cc55,-459000.00,2024-10-31
bri-7a588a55-6648-484e-bfeb-a394d00cb74d,431000.00,2024-11-02
bri-0168875e-2749-4cf8-9c41-5af3b4877f68,684000.00,2024-10-30
bri-0e26ce5e-8245-4950-b970-880373679e2d,957000.00,2024-11-02
bri-766f9b67-568d-4848-b67f-1fdf7191743e,460000.00,2024-10-28
bri-22fad85f-db6f-4253-849f-66002f1de6a5,758000.00,2024-11-02
bri-3456e88e-5641-4e26-8235-5e266133cb75,-611000.00,2024-10-29
bri-7ef610ca-da92-4a54-9b01-c58baef5a3de,973000.00,2024-11-02
bri-e8b0d416-cb48-4fc3-b25c-26bb1ea7ae9f,-913000.00,2024-11-03
bri-b87b1da0-a6b5-4816-b5a0-e009681e4f87,-365000.00,2024-10-30
bri-608c26d4-9f0c-402a-a06c-788d5329cdc0,1000.00,2024-11-03
bri-229a70dc-90c9-493c-bed0-898b0e95473a,260000.00,2024-10-31
bri-7b1133fb-dee6-40bd-b9d0-daa6ad516dca,-399000.00,2024-10-30
bri-5f6fd726-534d-4fa1-a371-37fee4c87478,-805000.00,2024-11-01
bri-84c41e5c-b447-4e6f-bda6-2b55290528bd,678000.00,2024-10-30
bri-327906d0-5414-4ee9-9abf-47c09282d4e3,426000.00,2024-11-02
bri-22df4a3b-b11e-45be-bf52-dd933553df00,529000.00,2024-11-01
bri-d87d1f39-e4a0-430c-b712-4d76f86284a1,370000.00,2024-11-01
bri-39a4c981-2d78-4ca1-990f-e1247a73ab49,800000.00,2024-10-30
bri-9377d743-f67a-47dc-b1de-7c4b4894bafc,383000.00,2024-10-28
bri-479d694b-a165-4ca4-8094-51256c23829f,192000.00,2024-10-28
bri-b80d7b9c-5945-46c2-92c7-45ee7fe0c6b7,-574000.00,2024-10-30
bri-173eb314-79e6-49fe-bbde-423ce9fa0bdd,804000.00,2024-10-30
bri-02c03e73-8479-4ac7-9232-2a742834459c,448000.00,2024-11-01
bri-4ccb5735-c25d-44dc-8035-d6ab64894209,444000.00,2024-10-29
bri-78cc96c7-5aaa-4454-aa70-bec556146940,-290000.00,2024-10-29
bri-2597e792-8a26-4bb1-a167-058196cd26c5,-748000.00,2024-10-28
bri-188a4105-978d-4f9c-8e17-eb0b6a9ce8d3,617000.00,2024-11-02
bri-b1cf9988-a36b-40e9-bed5-16402c69ca7f,-521000.00,2024-10-29
bri-6567b908-357b-4d7f-9538-791971e7e536,723000.00,2024-10-31
bri-027bcb28-49c0-4197-bab7-b296647f0e48,-613000.00,2024-11-01
bri-64eb191d-f076-4a27-92c4-a781ce28f8f4,302000.00,2024-11-03
bri-b461097a-999b-4bf7-907f-6e8aedf188a7,830000.00,2024-10-30
bri-9b411d09-5978-4339-af62-faa56d5ed634,-737000.00,2024-10-30
bri-babfc4c6-b901-4edd-8c7b-a3a08ae7deaa,176000.00,2024-10-31
bri-22438435-5359-4a0f-8e5c-1f7074a8e0dd,357000.00,2024-10-29
bri-ea0d4ec0-b456-42d2-b2e4-c5474b443d3d,-183000.00,2024-11-02
bri-38ab2afd-0b14-4455-b836-eb2d029406c2,-246000.00,2024-11-01
bri-02b54585-424c-4ad4-aa14-f878c196a0f0,-586000.00,2024-11-02
bri-4d95283f-314d-4c00-8ca5-b476b6c6f6f7,-958000.00,2024-10-29
bri-4b942f46-a551-4ee8-ab6e-cf0385be19a1,-830000.00,2024-10-30
bri-fee5f609-e40d-4b9f-8bf5-ca2a3f2a7b4c,-352000.00,2024-10-30
bri-00dca1df-6985-4ecd-872e-cc1673b78bd3,-516000.00,2024-11-02
bri-36799b2d-7156-41e8-89b6-bfb0a964a548,-63000.00,2024-11-03
bri-61c71936-268c-48d7-a093-903cc2bbb190,714000.00,2024-10-30
bri-c3d7209f-c366-434b-9d6b-76532e9707f4,-728000.00,2024-10-28
bri-62088b4a-0aff-415d-b77d-a9badfdccd7d,950000.00,2024-11-01
bri-53d607f0-13a1-4dff-ae70-17e561e8a6a8,-675000.00,2024-11-01
bri-5f08e77c-ad9a-4ae5-895e-9deda4c1018f,407000.00,2024-10-30
bri-c72f5879-75c7-4a71-9511-a659db9a1019,-941000.00,2024-10-30
bri-0ab55c6c-3ed5-4fe9-974d-54636fbf19a4,449000.00,2024-10-29
bri-286b1ceb-815c-4d3e-b5ef-434cd3c645d3,-763000.00,2024-10-28
bri-8bf225d5-0c3e-41d4-8171-e6151ca79e0a,-378000.00,2024-11-03
bri-c8ffaeaa-1d0a-43d1-9c7f-0d38e06ef36e,-483000.00,2024-10-29
bri-a9eb5ad1-f13e-487f-b534-bf5f62d47efc,397000.00,2024-11-03
bri-7edea065-cfd9-42d7-abc3-f372276a548b,351000.00,2024-11-01
bri-7a3cbb70-28cd-4047-9ced-ff2cc5ca25ba,635000.00,2024-10-28
bri-8fa03642-7dd8-4602-a677-0489aa9e8f4c,-806000.00,2024-11-03
bri-29ccefc4-9df9-4202-b992-85c56534f505,-995000.00,2024-10-29
bri-f867375c-70b7-4a08-b187-f54dd6270428,891000.00,2024-11-01
bri-e0a8d8c2-1ee9-41f0-8aed-ae46e19be228,61000.00,2024-10-31
bri-dd5ad827-3f8c-4b60-8cea-ee10dbf105eb,-50000.00,2024-11-02
bri-b060d98b-9185-4f2d-8dd2-96bf28a0cb45,947000.00,2024-10-30
bri-2f95df53-bf5e-4f68-83c7-9fe8c335591c,-552000.00,2024-10-28
bri-9ee649be-1610-470d-8ece-d046789ef90a,270000.00,2024-11-01
bri-d829edbb-6879-4ffb-9935-5c9e1118b44d,-839000.00,2024-10-29
bri-1489234f-8dfa-417c-b761-cb84431a412e,-908000.00,2024-10-28
bri-bdfb1e34-973b-4e53-b6f6-d96b1a1a6bf8,-467000.00,2024-11-01
bri-05a66a95-a547-4821-b39d-d8b601ddffbb,757000.00,2024-10-29
bri-7a817a75-7400-4bc4-b503-dc6f977ba4b6,-377000.00,2024-11-03
bri-9d171386-0851-4a96-a6ec-af18fb4db3ba,853000.00,2024-10-31
bri-251a534a-7b85-4da6-a9bf-7ca163e1b4a6,-50000.00,2024-10-29
bri-a8ada148-bb1f-43a8-ad55-09c0f17d7dd9,915000.00,2024-10-30
bri-2b4d0611-fb58-4407-a673-632ca75d9249,-447000.00,2024-10-30
bri-b0218638-bd3e-4f30-aea5-a7724b34358a,-787000.00,2024-10-31
bri-f38d03c6-08fc-45c6-b4f4-29dc1ab6e5bd,167000.00,2024-10-30
bri-f06036dd-6075-44f6-8964-fa5aa31faa8d,-819000.00,2024-11-02
bri-f87850eb-cf18-4371-a3a4-b18900449ab7,132000.00,2024-11-02
bri-e0d75566-92e4-40ef-97c1-3da3785ca3be,-175000.00,2024-10-29
bri-b2063ea5-9a3b-4af7-9004-31ab44e41cec,940000.00,2024-10-29
bri-aad63b1d-3b13-4752-902b-a92b7132ea93,-364000.00,2024-11-02
bri-bb8e4d24-11c8-441e-b4d9-f4e769362280,-223000.00,2024-11-01
bri-25a16cdd-75d8-4d7d-8740-4f7e0ec107e7,886000.00,2024-10-28
bri-b6b79bd8-ae3d-4cce-a29c-c7603507ab34,-86000.00,2024-10-28
bri-01ab4dfe-e22d-4398-ae09-4e3927d44e4e,626000.00,2024-10-28
bri-3a652b19-4b21-4c39-8aa8-384262437598,949000.00,2024-10-29
bri-98086d50-a890-471b-a384-a61f18ecbe53,-757000.00,2024-11-01
bri-59534a16-dfb2-485b-a78b-79b7fb31c8a9,-539000.00,2024-11-03
bri-0ffc83da-24ba-4ae8-9906-00d6d1c6980e,-420000.00,2024-10-28
bri-c9792216-27b0-49cb-aaa4-9d2f11d0c376,278000.00,2024-10-30
bri-7f332897-4c5c-4ba6-92e3-15735c12ea53,-242000.00,2024-11-01
bri-0e42f93d-eb82-4e12-b179-de438a3d1530,-3000.00,2024-11-01
bri-d3678973-dff4-4919-9cbd-3b6a1de59e16,-93000.00,2024-11-02
bri-b169a14c-4357-4ed9-827d-b3040e2710ca,731000.00,2024-11-02
bri-99a0b22a-8590-4e61-abf6-45c7a81fa7b6,-86000.00,2024-10-30
bri-a575fe8a-ce85-42a1-aee8-95fc628c4265,4000.00,2024-10-30
bri-a0ed6f17-282a-485f-a539-30df5a559bfc,191000.00,2024-10-29
bri-4865c1be-7eb4-4897-ba67-aaae3dfa1a3e,-436000.00,2024-10-30
bri-1223a146-41c7-45af-9b24-09e11114cc9a,426000.00,2024-10-28
bri-45fd634e-383b-4e71-a55e-06538dd91165,-755000.00,2024-10-29
bri-58a0cf03-c069-4a93-8507-a06ff71a9746,505000.00,2024-10-29
bri-e40c03b0-a9d0-46de-934d-97aa09f182e3,-369000.00,2024-10-29
bri-160de191-3d8a-4814-abd8-c8c75c45746c,-200000.00,2024-10-30
bri-d48199db-cf79-4847-975e-54de951f5bcd,760000.00,2024-10-29
bri-928f44ff-f3c1-4d90-8dd7-811d04aee8aa,652000.00,2024-10-28
bri-13cfd452-57bf-4b0c-a5bb-eb5b7af4a267,800000.00,2024-10-30
bri-d6d9fe30-e404-4297-a04b-77e5eeba25c5,-947000.00,2024-11-02
bri-7886d403-c85f-45f0-83e4-2e9b944bcfd0,564000.00,2024-11-01
bri-ef61a56a-534f-4699-b5f0-5d73c0bd5fde,750000.00,2024-10-29
bri-21db6a8e-66b2-4d7d-84fc-c3c51e33fcfa,-869000.00,2024-11-01
bri-80361b33-ef5c-4d56-8970-990159fe4b4a,996000.00,2024-11-04
bri-9f3d6aff-78b6-4e10-907a-88f4e65aec36,482000.00,2024-11-03
bri-4e779b51-23ab-4e8b-a0a8-3e8dac657e36,212000.00,2024-10-28
bri-7b1c8608-f0cf-4d64-aac0-21a880d1d130,790000.00,2024-11-02
bri-58dc7c9c-98fc-42e3-ab90-f10550913a9b,-603000.00,2024-11-02
bri-b53fa294-8e91-4047-ab47-bffa02345c6f,562000.00,2024-10-31
bri-e56f9775-b458-4430-afa2-7043062ce25e,-94000.00,2024-11-01
bri-3f63dd62-7a7c-4977-aaf4-bd112c22160c,265000.00,2024-10-31
bri-e9ba319a-a354-49e4-a610-f28edc1de8db,163000.00,2024-10-29
bri-315a6b76-6759-4c02-acc0-e773e74ed40b,-704000.00,2024-11-03
bri-7b48e631-a99c-4478-b6ce-e43ee0bbf56a,-386000.00,2024-11-03
bri-755f994e-a66e-4d20-a605-8e7bcc007daf,257000.00,2024-11-01
bri-ac2f3867-4747-4c8b-8252-e636d798aa8c,-544000.00,2024-10-28
bri-906760a6-1470-44f4-8e19-0cadbb17ab5a,-506000.00,2024-10-31
bri-35a22376-060f-4ad1-ab0e-eb55413164f3,-239000.00,2024-10-29
bri-30127696-4628-4edc-846d-d7b3713bdb6b,863000.00,2024-11-03
bri-72165bcb-5e3d-4290-ac3c-ea74e8eb7bb6,632000.00,2024-11-03
bri-e58a63bb-fa46-4f11-bb55-71a056075698,-782000.00,2024-10-30
bri-84478e54-2c31-4d8f-b1ff-1b1fbec8b91d,-901000.00,2024-10-29
bri-9d0e8f54-bfe8-45fd-bfe0-7e8025070617,944000.00,2024-10-28
bri-13ba39f8-1435-47c1-be51-fb3210614960,249000.00,2024-10-31
bri-6c56db90-9421-43d6-bab7-a3c6b672c574,-991000.00,2024-10-31
bri-5d75e43f-e5ae-42e1-bda2-9407100d45ab,507000.00,2024-10-29
bri-02b60061-486f-4f05-8a61-77821dbcbcab,120000.00,2024-11-01
bri-fb33c51e-c8a3-44b3-9c4a-9ad39b09200a,109000.00,2024-11-03
bri-f0a4d456-c612-4dbb-9c85-a92dd1d7e6b5,865000.00,2024-10-30
bri-d9ea8609-7aaf-44bc-9dc9-263627aff668,829000.00,2024-11-01
bri-945a6bac-9687-4a74-9462-21621b89349a,-420000.00,2024-10-31
bri-a7365e02-3be5-4504-8b19-97762819fdf7,109000.00,2024-10-31
bri-f4218a02-5dce-4285-a2de-712446974513,-597000.00,2024-10-29
bri-ebf99e45-fdee-4b50-b16a-ae2cde9ebbf7,-193000.00,2024-11-02
bri-6c957a7c-df11-41ae-a0d5-453cbfab75f7,754000.00,2024-10-28
bri-f4da6a98-d809-44cc-8756-08d0fcf255ae,533000.00,2024-10-28
bri-a18e255e-9c7f-4c0c-93d4-ef296831f752,-470000.00,2024-10-29
bri-575e6d51-4c0c-4aba-bde6-4237518c8ef7,-656000.00,2024-10-31
bri-aab655b6-cff8-4c78-951e-9c4ff8bbb50b,-639000.00,2024-11-02
bri-a1fff8cc-5a5f-4085-b936-10034b1cbf0c,-55000.00,2024-10-29
bri-144ebeda-4c81-49fe-ba8e-da6365ed3ee3,-813000.00,2024-10-30
bri-562a4d11-9f67-42d7-87ac-f65735c107c0,-513000.00,2024-10-30
bri-9f40f190-6114-4370-b954-8a55d76b61ed,-727000.00,2024-10-29
bri-8a0051e0-955d-4c50-8fd8-a51f4f84ffd2,708000.00,2024-10-29
bri-981bd49d-60bf-49ee-8b61-00acec70860e,584000.00,2024-11-03
bri-8a187e0a-5497-45e7-980a-fa04561823fa,833000.00,2024-10-29
bri-b4f0d190-b5e4-46b2-8615-42e410499c96,524000.00,2024-10-28
bri-20e5bead-3d07-4a9e-93d5-34b461f3ac4a,732000.00,2024-10-31
bri-c121bf0d-8767-422c-8309-9d95982f1e59,993000.00,2024-10-28
bri-94ab3f9b-c0df-4948-b860-eeed5f0ead19,764000.00,2024-10-30
bri-9295d8be-10e6-4f5f-871c-2835093293f0,-934000.00,2024-11-01
bri-97d1be88-dfdc-405b-900e-c27d9002189a,803000.00,2024-11-03
bri-ee82ffb1-47cf-4581-8369-5b1aa9412cd2,-552000.00,2024-11-01
bri-6498f650-14c4-41a8-b7e7-fca65c23c2c5,-950000.00,2024-10-31
bri-9380d3e0-46ab-4c18-863b-352b9045dce8,846000.00,2024-10-28
bri-0cdb3200-ce6d-4188-a293-51f3278e6a42,-182000.00,2024-10-28
bri-bff2600a-ce3b-4f91-ba1b-402656f22328,-877000.00,2024-11-02
bri-f52c8e95-2779-4431-91cc-2b6ee2b4d249,779000.00,2024-10-29
bri-6b8c7402-563c-4b81-a968-f9d8ce44dbeb,164000.00,2024-11-01
bri-3814de5a-8651-4ced-94ac-ce563adb1c84,662000.00,2024-11-03
bri-e7ad42c6-432c-4d7b-8342-ab13b32f104a,-576000.00,2024-11-01
bri-e7af5d9c-adce-4c8f-bc9f-fcd5d46aa398,925000.00,2024-10-28
bri-b9c50b54-565c-44d0-860b-7a7a5b3eb792,733000.00,2024-10-31
bri-1f8d5a47-9876-4fb0-a1df-e5773da3ccd7,742000.00,2024-11-01
bri-7c1c97a5-0d89-43ba-b0dd-16384c691c8b,-441000.00,2024-11-02
bri-7af3fd4a-4431-435e-b3ad-6e3259419b78,530000.00,2024-11-01
bri-6d5828e5-d749-4cdb-af63-84116d92e750,356000.00,2024-11-01
bri-f2fdbce0-317e-4cfc-9923-cda35936d0a5,747000.00,2024-11-03
bri-9804b05b-9030-4822-ab06-5a57bbec89bc,-202000.00,2024-11-01
bri-d70d1d9e-af8b-424c-b53e-76bdc984713c,-814000.00,2024-10-31
bri-d7c22da3-2133-4870-9eb4-8ba3b3562f39,-259000.00,2024-11-01
bri-1bbc562c-6a5b-436a-8a7a-9815cbec6813,-212000.00,2024-11-01
bri-527adf18-15a9-4f5c-945e-08f5ec8ab79f,-743000.00,2024-10-30
bri-3b01f3c2-9ee5-467a-a709-1dfde7872bba,768000.00,2024-11-02
bri-1c09be68-4eb1-4d49-b8f8-c1e5d917349c,-908000.00,2024-10-29
bri-89aa1cc8-6457-48f7-83ba-99cc36f1e7ad,-638000.00,2024-11-01
bri-e94f242e-8452-44eb-b37c-3a059323f629,-475000.00,2024-11-02
bri-6c2d5f7c-c6af-46e7-8539-288b390c2ad4,-822000.00,2024-10-28
bri-e4804f1e-3b57-4de4-9648-d788e3b8e094,883000.00,2024-10-30
bri-770fc307-f58f-4c4d-ba1c-6b183ca7cee0,712000.00,2024-11-02
bri-26082886-a4c9-4b0a-b173-85bed700c9d5,-67000.00,2024-11-03
bri-4b642821-158a-4c53-9e92-84323bf8d9ba,-271000.00,2024-11-03
bri-4ea535d4-87c8-4d35-a714-e581adcab359,-992000.00,2024-10-29
bri-888968fb-ff25-466c-84af-8a3ea14ae993,385000.00,2024-10-31
bri-df05de06-e172-41b5-bc47-a002fc495015,-385000.00,2024-10-31
bri-f555a75a-653c-43db-8fa4-7afc288f1e80,-642000.00,2024-11-01
bri-e1a63794-edb9-45c6-b379-24c2f1859592,821000.00,2024-10-29
bri-339c3c76-7f3d-4f6b-a054-0d319dffe207,167000.00,2024-11-03
bri-73d0250b-aa1c-4960-a2fe-c18c7222bc41,691000.00,2024-11-03
bri-fedf5ffa-9839-43d7-9fb9-c04a5d728bed,-812000.00,2024-11-02
bri-6cbb26b7-ef67-428f-bcd4-08294cb7ad08,-111000.00,2024-10-29
bri-3786fbdb-df90-40ca-854f-3684b5eb0529,-814000.00,2024-11-02
bri-d0d96db5-bb5c-46c8-bb84-86ada40cbcbd,738000.00,2024-11-03
bri-deca91d1-10ae-47e4-9a79-fb6cf0271024,784000.00,2024-10-29
bri-bf979f07-bb8f-4d93-b365-d3b632c35582,144000.00,2024-11-02
bri-68fb0fba-91c8-45dd-909e-be2c4d9a2eac,673000.00,2024-11-03
bri-e01f684c-6fab-416f-98a9-ca2e2c109ab1,144000.00,2024-11-03
bri-2edfb728-0898-48e6-93f6-0cf0e9c140aa,481000.00,2024-11-01
bri-db2d2d2a-4e88-44cc-be7b-a5a147534be4,782000.00,2024-11-01
bri-db019a1c-6e85-4529-b184-5a929af6b991,-300000.00,2024-10-31
bri-7779574c-6284-428f-86e9-f4450e3e4b77,291000.00,2024-10-28
bri-e6596d24-6727-4b4d-84cb-830602f48211,726000.00,2024-10-31
bri-e909f553-e76d-4a5f-b26d-9d69a118b00c,-72000.00,2024-10-31
bri-63f77311-945f-421e-ad7f-fd2a9a00d88a,-821000.00,2024-10-31
bri-556c76c7-738e-441b-ad4b-d4390f463e4d,-848000.00,2024-11-03
bri-275235ef-0997-43da-a3ca-68e3534f9977,629000.00,2024-10-30
bri-c94d1673-885a-441c-a4b8-a6b0da9f965b,-788000.00,2024-10-28
bri-2cac4eda-85cc-4278-9b8b-ab0672d01567,-923000.00,2024-10-31
bri-f9454b04-e9e6-42e4-8ebb-a919646f901b,-834000.00,2024-10-28
bri-18e274aa-869a-41c2-8c4d-1acb30c021bc,567000.00,2024-11-02
bri-ebbcd6a0-8f94-4214-862b-df2fe6eb24db,466000.00,2024-11-01
bri-8912623a-2ad8-438d-961c-357ae6910243,889000.00,2024-11-02
bri-a3fd1850-9aee-4423-8cb9-342345866406,18000.00,2024-10-30
bri-83d2613b-f836-42df-93cd-252911413799,-649000.00,2024-11-01
bri-cff79e80-a073-45fc-b8a9-e2d7fb49f3cb,605000.00,2024-10-31
bri-79729474-289c-4602-8070-8cebddd5073e,-331000.00,2024-10-29
bri-9c63366a-5a70-4030-9976-7112e410e95c,-384000.00,2024-10-30
bri-9c05719d-a96c-497e-b92f-060d9bd46938,-956000.00,2024-11-02
bri-3123ee57-3e10-4d62-8760-47689d02e472,997000.00,2024-10-31
bri-c571462f-d7b8-4758-8430-023938d0fb95,-331000.00,2024-10-28
bri-a852862c-efed-473a-8bd4-ca337a4aa74b,-109000.00,2024-11-01
bri-4aebd78b-903f-4475-80f1-a03546c3daf0,-256000.00,2024-10-30
bri-63de5962-115d-43b8-bfd0-3995ceb8485d,-581000.00,2024-10-31
bri-db39359a-7b5a-44a4-8c99-6499842d0922,-767000.00,2024-10-29
bri-373bef93-e21b-4864-8c69-fe347bbb11d5,-284000.00,2024-10-31
bri-6913d7a4-984d-4f19-b857-39890ddd83d3,-260000.00,2024-10-29
bri-852fd761-a38d-4f09-b889-dd1f24201570,741000.00,2024-11-03
bri-3c998623-cbe0-4813-b3f0-43267671edc8,-735000.00,2024-10-30
bri-2eabfc97-f085-4dbf-80a7-03fb4f1c0fb9,356000.00,2024-10-31
bri-273112fb-eff5-4c12-898d-ed813189d235,825000.00,2024-10-29
bri-9f1bd307-8614-4745-ae7e-7ac42fa12ed1,540000.00,2024-11-01
bri-0a2e087c-e65f-424d-9578-034c04095593,813000.00,2024-10-28
bri-4525dc59-e036-4459-bea3-c20355f2b4da,-999000.00,2024-10-31
bri-5280ca5c-2b05-466b-999c-04057259b2ba,615000.00,2024-10-28
bri-324c748a-81de-4669-a5ce-5b89b9b0bdc6,4000.00,2024-11-02
bri-91e8836d-1974-4d1b-a974-78bcdb1ba9ca,671000.00,2024-11-02
bri-058f3470-1cf3-45ff-ad4c-b2f998700446,-408000.00,2024-11-01
bri-e0e98141-ec47-4b73-b8b0-e1747416f9cf,285000.00,2024-10-31
bri-2d8b4683-84ae-4053-a7e4-4bfaed50009c,375000.00,2024-10-29
bri-7e101cda-7d44-4481-a0c7-ff1fe1d05604,192000.00,2024-10-31
bri-a7b90135-2f84-4f71-8242-3e373c6ac285,-832000.00,2024-10-28
bri-4062c400-e098-4a04-ad41-2905f5094992,-7000.00,2024-10-30
bri-224d7e9e-611a-415b-af5c-4543f10537b0,-895000.00,2024-11-01
bri-ba9b31c9-5881-4c42-8648-a7649413881b,-309000.00,2024-10-31
bri-e6cd374b-7204-4435-b5c4-db2cdbd5a170,-515000.00,2024-10-31
bri-cad0537d-bccc-4f83-912a-40a19297cdc9,-474000.00,2024-11-01
bri-6d7c93e4-9116-439b-9242-ec6dd8921fb0,547000.00,2024-10-30
bri-56d9ab3a-5bdb-49d6-b387-121049fb0588,-163000.00,2024-11-01
bri-c4addfb9-f7f4-4ff0-8557-0fb02d13147a,-549000.00,2024-11-01
bri-ac2d9152-78a8-4445-bc73-075d7b8cc783,223000.00,2024-10-30
bri-c807587d-fbff-4f0e-984f-c359c5839834,-166000.00,2024-10-28
bri-ef98e5cd-0ad4-4a13-a8ab-0b236e0e062c,859000.00,2024-11-02
bri-cb9c6cce-c9b6-4773-968d-e9778aaa23b1,393000.00,2024-11-02
bri-1c757a09-8c41-473a-8de5-76438f609bf1,-198000.00,2024-10-29
bri-d087b306-6f2f-4ee0-9532-91ab51cf8d2b,-73000.00,2024-10-29
bri-e0d4d46e-73bd-4047-af93-7e82950a715c,-666000.00,2024-10-30
bri-b6bf4e88-7984-4995-af07-84bc1a2d6c9a,-941000.00,2024-10-30
bri-2b3463e3-a552-4194-9e16-8ca2397d161c,709000.00,2024-11-02
bri-d71d10df-18af-4c8b-8eb6-0524bf58f626,-730000.00,2024-11-03
bri-33f592eb-15fb-4258-a6bb-3bfc1e9a7b1a,-811000.00,2024-10-30
bri-d0e53fbb-2387-45f8-975f-3e31216620ee,-150000.00,2024-11-03
bri-4d2423d3-2fed-4b95-998a-84863f9187e4,-213000.00,2024-11-02
bri-aa7b0106-1936-4cfb-ac94-158380a44756,-408000.00,2024-10-29
bri-714c864e-5ead-47c6-9f84-0577bc7944b0,-72000.00,2024-11-03
bri-263b7344-ac47-4167-8575-2c84071e6be7,-963000.00,2024-10-30
bri-397f4220-c143-449c-bcb1-afc0eeaeabc5,-157000.00,2024-10-29
bri-d943b4c6-fd4b-47dc-b934-aab4b4898d0f,711000.00,2024-11-04
bri-8ebdb802-0c4b-46f5-80ae-0e393dd91bc3,-381000.00,2024-11-01
bri-bbe4d811-8e7b-43c8-ae50-e9a20b40cc42,-417000.00,2024-10-29
bri-9fe0e789-d212-465f-9e12-b17f7a27297a,-388000.00,2024-11-01
bri-ee5a39e3-d840-40cd-a90f-2fda033a33fd,288000.00,2024-10-29
bri-0894f46f-bf4f-4e78-a86e-cf7b8b9a5541,-762000.00,2024-11-03
bri-caef954a-b794-446b-95b5-17dec9571f45,-709000.00,2024-10-31
bri-16b400dd-c8cb-45ed-9b4e-6b870af312d0,496000.00,2024-10-29
bri-dfe525fa-fd80-4088-81ac-e2633f907f60,-219000.00,2024-10-30
bri-da2ec204-43ae-46f9-acbe-28dbf58e369a,257000.00,2024-11-01
bri-20f36681-5055-40be-aa68-84ee196acb72,-940000.00,2024-10-31
bri-fdea7a86-c0f9-4851-aa87-4da20a1eab1e,-873000.00,2024-10-28
bri-4bf6d162-3206-48c5-ad87-920dcf432bd4,-733000.00,2024-11-02
bri-9e67abf4-6b6d-40c8-82e9-89c9718059d3,671000.00,2024-11-02
bri-f2f6fce2-af1c-4f97-ad9f-87a7e32bdaf8,356000.00,2024-10-31
bri-3611e7d7-7fec-4613-ab80-c69a21ce0045,871000.00,2024-10-29
bri-0a59de77-f16c-4a49-8185-3bc689840e85,-436000.00,2024-11-01
bri-10a8aec9-ab2d-4663-b846-b35435bf63f0,15000.00,2024-10-28
bri-a23b3018-7c5b-4756-b23b-c88dd288978f,-725000.00,2024-11-03
bri-ca398194-912a-4b44-bbdf-da9b649ffe70,445000.00,2024-10-30
bri-4d509a81-97f8-433e-8e4c-1078599b9b5f,-125000.00,2024-10-30
bri-4d95ffa3-6d7e-4283-b6cb-ef0c914a87a9,94000.00,2024-10-28
