uniqueidentifier,amount,date
danamon-2d637451-a846-4063-b733-b399f1e92f5b,-458000.00,2024-10-30
danamon-fbd7c601-351c-471f-b5a5-1efefbf4d7b3,-433000.00,2024-11-03
danamon-3f175e5e-bead-4e19-a191-9d3c7d8b6e27,187000.00,2024-10-30
danamon-25d48b2e-e6fa-4cbb-9774-115a3f1ee06c,413000.00,2024-11-02
danamon-05ad84c6-ca58-40e7-9c73-ce5b04490bff,-970000.00,2024-10-31
danamon-bb20de00-0b2c-4eb3-a640-dab1e7fea71f,-902000.00,2024-11-01
danamon-d872a7c5-7112-415f-bf3c-535f99755895,925000.00,2024-10-29
danamon-f56ab145-54ff-4e16-be8f-2545f6fe65b7,327000.00,2024-11-01
danamon-68e5c3b2-2056-4144-b158-e77b99f70b1f,627000.00,2024-10-29
danamon-14f12c5b-bc66-4016-ae35-6808305cf406,-71000.00,2024-11-01
danamon-0d3b9884-cf37-4ca8-977f-15b98d4f9978,145000.00,2024-11-03
danamon-2d39836d-b598-49ab-a87d-92550aa1a23a,-285000.00,2024-10-30
danamon-bc12678e-2a89-466c-9890-81f8fc96ab8d,40000.00,2024-11-02
danamon-ad8beb07-52f8-431f-847b-25e41f01d2e9,559000.00,2024-11-03
danamon-6c2a0c26-06a6-4724-97a7-14bfe43b7c6e,-822000.00,2024-10-28
danamon-6310e1f8-ed02-4ad4-a829-70756b04792b,-441000.00,2024-10-30
danamon-4f1b5e9b-35ce-42df-8e7a-361c66bb7cfc,667000.00,2024-10-29
danamon-3df072b4-9818-4be9-9daa-13169dc48d19,-689000.00,2024-11-03
danamon-956d20fd-292d-48ef-804a-21986a105437,-112000.00,2024-11-02
danamon-ccba23c8-fa7c-4b6c-afe7-9dfeb8d25b5f,-446000.00,2024-10-30
danamon-88a7fa57-c187-49b4-9a73-3f2eca2ee22e,-667000.00,2024-10-28
danamon-82721e90-f9a7-408e-a956-4f9775b840dc,453000.00,2024-10-28
danamon-df018f6c-9f98-4523-8afb-66a58817fa06,289000.00,2024-10-30
danamon-219bf55c-c395-4d59-a680-ad7dacb33ae6,77000.00,2024-10-29
danamon-9f075101-0f3a-4b87-b23a-fa3e3895962c,368000.00,2024-10-31
danamon-bcda4eac-f6af-4a94-8dad-bf0a0346a077,877000.00,2024-10-31
danamon-cbc05449-6afc-4cea-9e47-fe63e0b42cf1,835000.00,2024-10-31
danamon-4bf95007-f166-444b-8562-b88fe3850fdd,-744000.00,2024-10-31
danamon-11699558-7481-4a53-a1ca-9190a85390aa,246000.00,2024-10-30
danamon-2b03e265-12fd-4ff1-9748-e1f34eda2708,-329000.00,2024-10-29
danamon-08f8fde1-75eb-4e45-a302-858905d232f5,183000.00,2024-11-03
danamon-9460ddae-e3dd-4a69-b791-e19f57964480,-76000.00,2024-10-31
danamon-4e4be258-4c3b-4668-ac50-cf8fc6b3b337,619000.00,2024-10-28
danamon-798d8dfc-1f54-4620-a09d-598099d3a925,-594000.00,2024-11-02
danamon-0eb63af0-066a-48d7-967c-7254e6b3aad3,-171000.00,2024-11-02
danamon-9632f57f-d59d-48c3-997c-d344666fa813,-616000.00,2024-10-29
danamon-ba9b4c58-0348-443e-9643-126c3c5e0ef5,690000.00,2024-10-31
danamon-2ebc65e0-e0f8-4129-acca-6563d0ca2544,956000.00,2024-10-29
danamon-551b43a9-03fe-4e52-9b85-b87df965200d,-453000.00,2024-11-02
danamon-88a1214d-dabd-4544-bcd5-2fe61fc007d9,-201000.00,2024-10-29
danamon-dd6f22da-75ed-4fa6-8a53-5e652cd1a6fa,303000.00,2024-10-29
danamon-6c17ab8a-3212-4707-9873-290a59001507,586000.00,2024-10-31
danamon-9af62408-ec68-4572-bdeb-a219c07851bb,-936000.00,2024-10-28
danamon-cbe0af2d-35e8-4c60-a4ba-a0a5109f1cff,226000.00,2024-11-02
danamon-ed0d1af9-28c1-497b-a056-790b26caaa09,-948000.00,2024-10-31
danamon-fe0997cc-e5ce-4830-b34b-4237bf5150f3,-25000.00,2024-11-02
danamon-96406e51-c0d0-44a4-b77e-a0b2390be644,-722000.00,2024-10-31
danamon-343f93d0-6c5d-4830-9e9c-9b5176c8e17c,-450000.00,2024-11-02
danamon-93a98f1a-1450-44f5-9edd-da0bdd3d5d1c,938000.00,2024-10-30
danamon-b46a090b-c29f-41e8-86b4-4bbae436eba9,-883000.00,2024-10-29
danamon-3b4c057e-6120-43cc-bdc6-b0f766e2dbe9,683000.00,2024-11-01
danamon-e251ec65-9c5d-4083-9a99-a89178a85ea1,-121000.00,2024-11-03
danamon-c3e8dd5a-9bd1-44b3-856e-3c198b63ca0e,782000.00,2024-10-28
danamon-1e96ef91-9782-4c85-a935-202e8e2973d1,976000.00,2024-10-31
danamon-26a326eb-3694-4dc8-9577-5f92a3056565,-336000.00,2024-11-01
danamon-07ecc7d3-866a-445a-b7d5-9ae67f3837a1,674000.00,2024-11-01
danamon-89d5f23a-2c3f-4303-9b6a-8fef07e47750,-624000.00,2024-11-01
danamon-be245579-1469-4528-ab3e-b15bc940b77f,-426000.00,2024-11-01
danamon-0f71d8dc-f979-4132-af7b-e7647ca6ca77,-521000.00,2024-10-31
danamon-b33e4bdc-c259-445d-b4a9-b44a9c960e5b,-410000.00,2024-10-31
danamon-a1bf3eae-9e25-4cd2-aa96-e3ea110b28e7,-283000.00,2024-10-30
danamon-ccb7fabf-252e-4d81-8a40-3593cac99eec,224000.00,2024-10-30
danamon-c34e2f9f-0255-4380-bc20-968f059d76fa,195000.00,2024-10-31
danamon-04e4be70-b33f-4e67-9a19-e40bdd0081e1,218000.00,2024-11-03
danamon-1c8793bf-ef47-4584-8569-04a04cef5d98,817000.00,2024-10-29
danamon-c0bba1c7-f279-4afb-91e9-21730982e516,84000.00,2024-11-02
danamon-a50007ab-9e02-489d-ac7e-3911df24ce2f,781000.00,2024-11-01
danamon-17aa089a-5add-40ef-9d35-499d3f0447b1,776000.00,2024-11-03
danamon-a6e49af4-fa2c-4ed3-b93c-4cd5a0e66427,102000.00,2024-10-31
danamon-8181053e-a68a-49ef-bf0d-43c7c5a8f942,-491000.00,2024-10-28
danamon-acf51671-ff87-491a-80ac-5ac1bc74cde4,-934000.00,2024-10-31
danamon-ca63522f-790b-4177-8b16-a5ce9bf3a83c,952000.00,2024-10-31
danamon-4049b186-4e52-477c-a6aa-6e67408e92bf,409000.00,2024-10-30
danamon-cfe1b101-f1ea-49c9-9328-e7b0295d94d0,580000.00,2024-10-28
danamon-6e6cf523-a371-4d82-a181-3ad5d097754d,910000.00,2024-10-28
danamon-40b75bcd-0e64-44b7-80b3-0d6d59ada26e,-108000.00,2024-10-30
danamon-844a565e-2fcb-4971-94a1-7222e857d05d,-427000.00,2024-11-02
danamon-ed3e1631-2bd3-4c3d-aa96-e934ccc7f436,211000.00,2024-11-02
danamon-b433d8f3-4daa-41e6-971e-144781814943,-244000.00,2024-11-02
danamon-64e96c99-e783-4821-ba6c-fce452c0a3a5,-481000.00,2024-11-03
danamon-fcda84ad-a52a-4d54-98f7-1030d9371e36,254000.00,2024-10-29
danamon-9f52555f-8b3e-449a-9714-4be8ce489830,-104000.00,2024-10-31
danamon-b4e595db-1fb8-4607-af24-8e8943e260dc,498000.00,2024-11-02
danamon-70974ddf-82c0-4ce8-be14-7411d060a990,-935000.00,2024-11-02
danamon-28666b11-2e66-43c0-a9f3-324c9840b8ea,-960000.00,2024-10-30
danamon-8d5bb08c-5fa3-4db7-9afc-2a8388528a36,-919000.00,2024-10-28
danamon-870a16ed-5412-4d68-a463-c445032169ce,-970000.00,2024-11-01
danamon-d1d8f5ab-7546-441e-b089-0cb86084f0a0,583000.00,2024-10-31
danamon-aaf34d62-1a2e-4a98-9dcf-e253a2facab6,583000.00,2024-11-01
danamon-70120fb7-960d-46f6-83ff-f78a9f953e87,-978000.00,2024-10-31
danamon-06159a2e-70b5-441b-a05c-b67ea96dbccb,456000.00,2024-11-03
danamon-a97bb032-fd03-418a-abd4-0664bbd5b8ac,-916000.00,2024-11-01
danamon-843f1028-d4b1-4d46-bc08-8211d87fae7f,-677000.00,2024-10-28
danamon-7301a72f-2be4-496a-ba5c-d679344156bc,-355000.00,2024-10-28
danamon-6972ecfe-f590-4926-88b7-feefbfc9f5f6,-885000.00,2024-10-28
danamon-3c875b0a-f67f-424d-8cf0-21bae0ac3cd4,785000.00,2024-11-02
danamon-93a53d04-d59d-4531-923e-aa5fd1d845c4,-385000.00,2024-11-01
danamon-d534f73e-fe8b-4be9-8a52-5694df041457,561000.00,2024-10-29
danamon-1b2e89b2-d4be-40b1-a804-af12e27d75ab,-741000.00,2024-10-30
danamon-08554e40-870a-4259-9331-4e488c4e086a,-533000.00,2024-10-28
danamon-b2c0bc68-07de-4426-9280-fd76b1d6bae1,363000.00,2024-10-30
danamon-6e3714b3-92e0-4a50-acc2-69e1dd54b0c9,-113000.00,2024-10-28
danamon-82cd6a51-fc6f-4b18-af7a-20f55e08bee3,302000.00,2024-10-30
danamon-a0d3e2b6-1bbb-4ffe-a486-13eec1957215,95000.00,2024-11-02
danamon-e2410628-349b-45d4-9de3-7e46dc0ab758,540000.00,2024-10-30
danamon-1ed2a086-4c55-48ed-943c-567f744320dc,-944000.00,2024-11-02
danamon-3bcabd72-d6c1-48e5-a6f3-b0ba8168f62b,-523000.00,2024-10-29
danamon-66258317-450f-425f-880e-80fe6f0759c2,355000.00,2024-10-28
danamon-0c927627-1526-40b7-bb74-ed2023a94f33,-701000.00,2024-11-01
danamon-662f3e03-0884-4fb3-af75-3929568a69c4,-813000.00,2024-10-28
danamon-363e173c-7cb2-4df5-b122-a19f53edbda0,186000.00,2024-11-01
danamon-243b744d-8fbd-4a5d-b77e-96c71f62d299,-783000.00,2024-10-28
danamon-71696c0e-a1e1-420f-880d-11dd0b6f6571,-980000.00,2024-10-30
danamon-e339d19e-f71d-4008-9a48-8a2917ef723f,-944000.00,2024-10-29
danamon-bb1d27af-bf8d-4760-b3c8-2e1e10139ab7,702000.00,2024-11-01
danamon-59a454e6-3c35-4447-99d0-ce1eb1744557,-115000.00,2024-10-31
danamon-a81d6542-16a6-4b25-a2f1-b55c4f6437cc,716000.00,2024-10-30
danamon-d9181e37-25ec-474a-af4c-d13829be050b,513000.00,2024-10-30
danamon-9c99005a-041d-4cf4-a4d4-3ba43e7c8097,-198000.00,2024-11-03
danamon-51b29521-f9f3-444c-bdd8-576d373a5afa,257000.00,2024-10-29
danamon-73213d46-fb84-4b8a-9e80-fba9ecbdd87c,943000.00,2024-10-31
danamon-d374e2f6-5c2e-418e-94b7-7e96b5155ad0,-677000.00,2024-10-28
danamon-006e5731-bcb4-4da2-8ca6-54ea7e31dcd9,144000.00,2024-10-31
danamon-2d43ad06-4158-4ed5-9778-90985336285d,-73000.00,2024-11-03
danamon-202e33fa-c242-4001-92cb-eabd5b092d92,561000.00,2024-10-31
danamon-d59e19d8-045c-4aab-ad65-6f7bac0bcccc,867000.00,2024-10-31
danamon-920eb436-b849-4534-9826-c78f1bf2e134,-649000.00,2024-11-03
danamon-ff175a53-5392-496b-9c20-ad6605a363f0,-804000.00,2024-11-02
danamon-03d78f9f-6193-4931-a835-1c31f96473cd,-568000.00,2024-10-28
danamon-4fc4bd9e-3713-4c63-96b7-6ba6353f3be5,498000.00,2024-10-30
danamon-518fa29f-a1b5-4a97-b025-e15bf7bf6b4a,-946000.00,2024-11-02
danamon-6afcf4f2-95ba-47c2-a0c7-3dd5829ad167,575000.00,2024-10-29
danamon-4836c531-1299-43b1-882c-03e5d2100a75,64000.00,2024-10-31
danamon-44d27a31-cdf7-4b61-a917-68aa5f3a0cca,619000.00,2024-11-03
danamon-512761e9-e015-491b-90b8-9dc52ceabc98,754000.00,2024-10-29
danamon-cc689dfe-6931-4861-95a5-2244c0112dca,934000.00,2024-11-01
danamon-b2d0fabc-58fc-46df-af63-c41916ec4abc,-211000.00,2024-10-31
danamon-eb5cf41a-b497-4a6e-9896-1e4d6009942b,908000.00,2024-10-28
danamon-2e210948-776d-4a97-a89c-a837cdf5c3a2,337000.00,2024-11-01
danamon-905cf6f1-3e8e-4193-99a7-dde6c32bafa8,490000.00,2024-10-29
danamon-da6f3a95-3f8c-4d78-bb09-a262637865fc,678000.00,2024-10-30
danamon-48b120f6-8106-47f1-94d9-5574bcbdc4e5,581000.00,2024-10-31
danamon-a0607489-6f04-403c-b3d5-93b59590ef14,-620000.00,2024-10-28
danamon-e888f7a6-53e3-40de-84d3-132a9cf7a08a,28000.00,2024-10-30
danamon-3a59e653-e48d-4f4c-b134-cff9fcf6e8b5,-261000.00,2024-10-28
danamon-553ea917-5742-4ad3-b74f-98f568939a07,-19000.00,2024-10-31
danamon-aadd9103-062a-450d-b188-03c3db6dc688,973000.00,2024-10-31
danamon-b5692cee-7c7a-4f37-8d89-de447019be08,77000.00,2024-10-28
danamon-92c4c3f9-7a67-46e5-bca0-e388d027657e,-297000.00,2024-10-31
danamon-d8fa88c5-ed76-456e-a42b-d152fce2ddf2,-126000.00,2024-11-02
danamon-d6825505-f3a1-43c4-9fbf-e398852970aa,-756000.00,2024-10-29
danamon-bd61a498-a007-4445-be0e-28ee83f4fa1a,336000.00,2024-10-29
danamon-ce2e5596-b2d3-4a53-8093-cb9d4976d81d,760000.00,2024-11-01
danamon-6585484c-5a33-442a-b39f-517d88978e0e,860000.00,2024-11-04
danamon-d3dcd890-dd63-4903-9473-c51cb0c6fb84,-985000.00,2024-11-01
danamon-2491d816-54f4-4dfc-bb24-0c84e7c8c1c1,202000.00,2024-11-03
danamon-e7b7804e-3d83-45a5-867e-0676a417436d,636000.00,2024-11-01
danamon-e5fe486c-02c6-41db-86c0-af9ed62754ce,178000.00,2024-10-30
danamon-901ede54-80e6-4e48-962a-44ae8ef36d86,-451000.00,2024-11-01
danamon-bd91c104-a6b8-42c1-a3fa-bed906e00945,565000.00,2024-10-28
danamon-22dd051c-a64c-4f4c-8ced-82519e1c4d4f,23000.00,2024-10-31
danamon-c608423a-cc67-47b7-88ec-24145dfff821,315000.00,2024-11-03
danamon-e9fd6847-4b5a-458f-9d39-e674699671a9,332000.00,2024-11-02
danamon-b6de2a4e-c8b4-44db-8e24-46f21331f5e5,-238000.00,2024-10-29
danamon-71208312-31df-47f2-99b8-59674c7d1838,-683000.00,2024-10-28
danamon-6e71d063-d8d2-4b67-b1ab-f9dafd529d89,-34000.00,2024-11-01
danamon-0bbe16fb-0b26-48a6-9b68-625251013710,-894000.00,2024-10-29
danamon-6b5706b0-6d0e-4fdb-9223-2930b9421828,690000.00,2024-10-29
danamon-baa7c9b0-fece-4bed-9454-9876a4c28ed1,380000.00,2024-10-30
danamon-bb890ba9-fdbf-4a97-b11a-8856a8c7a426,-615000.00,2024-11-01
danamon-e522cde4-085b-4703-b21e-614d757f1bff,662000.00,2024-10-28
danamon-daaf9b5a-e985-40ef-a207-014085bb70ad,465000.00,2024-10-30
danamon-1481db11-4d5b-4e31-a1ef-2e720e330dd9,-773000.00,2024-10-30
danamon-143313d5-6fe0-4e3b-826f-b503d6d38a77,355000.00,2024-10-28
danamon-2e51799f-4ad9-442d-a206-000448c08874,181000.00,2024-10-31
danamon-bb871864-3459-429d-82bd-cc2e7ccc04e1,320000.00,2024-11-01
danamon-9b840eca-53f4-4906-aa15-356d2a549372,769000.00,2024-11-02
danamon-53db07f1-a59b-43c3-897b-d495ab1744d0,-756000.00,2024-11-03
danamon-df394c50-bf0b-4503-ae3a-539d038c19da,796000.00,2024-10-29
danamon-390f995a-7101-4983-962c-1ba587347cf2,154000.00,2024-11-01
danamon-6b71821a-f679-47d6-b355-83c8974c8b6b,739000.00,2024-11-02
danamon-e8ef2c43-43af-4e1e-b421-bd3665045eca,96000.00,2024-10-31
danamon-af9493fb-a354-41c7-bc04-bb84db58358d,-921000.00,2024-10-30
danamon-6f33504d-3e84-4f43-8087-1603344042e9,-914000.00,2024-10-29
danamon-f786a0df-a4e3-4f88-98d1-effbbf435dc4,93000.00,2024-11-01
danamon-1e77e634-a289-4b92-a998-756e793f9370,407000.00,2024-10-29
danamon-a00dcb3d-c7e9-4097-bfe4-c6cb06202a8b,-954000.00,2024-11-01
danamon-ffe19dd0-c39c-4859-a37a-40743149e56e,662000.00,2024-10-28
danamon-ee601722-2208-4d43-8f0b-bbcb55e589db,358000.00,2024-11-03
danamon-465796a0-545d-4125-9d9e-63a28826eb27,-326000.00,2024-10-31
danamon-6aa2ad47-48b8-44e5-acc2-d4d93fe3ab9b,855000.00,2024-11-03
danamon-596bae3e-28b6-463d-80b6-ad49d997feb8,-159000.00,2024-10-31
danamon-9dfb457b-6e52-4112-ae5e-651f5d82c9a7,556000.00,2024-10-30
danamon-ab00e48d-fe74-4b3c-9d30-6c887acb6f84,-697000.00,2024-10-29
danamon-e83d1889-3c18-4d74-a695-f9702d35e857,335000.00,2024-10-30
danamon-3405f72a-1fdd-4aa6-a8d7-5cb144b2f3e4,-348000.00,2024-10-31
danamon-937ffbde-62c3-4270-9522-c5d94d96036b,-782000.00,2024-10-28
danamon-5da5ea75-d71d-418b-937c-966ad390657e,-837000.00,2024-10-29
danamon-3b768858-1089-43f2-afea-213acea159fc,-860000.00,2024-11-03
danamon-eba0f1d1-aa8c-4d4a-a35d-ab2569ed2a83,-802000.00,2024-10-30
danamon-4e28f24f-eda6-48d1-8332-f9ceb18b1c10,-218000.00,2024-10-30
danamon-2da1578f-e5a7-4b3f-9b01-066cbf850cf3,253000.00,2024-11-01
danamon-964db2a5-294b-4381-a93e-e530b966eb35,-73000.00,2024-11-01
danamon-cc5fb5f6-fc2a-4966-9aba-6d6855b81f87,87000.00,2024-11-02
danamon-3b0cc362-9b7f-4898-8c6b-245576739cc7,260000.00,2024-10-29
danamon-66d6633a-3cc3-4573-8f34-f8cef81823cf,233000.00,2024-11-03
danamon-78b97c91-1601-4db8-a013-b5f362c29058,178000.00,2024-10-29
danamon-6cada7fd-a8a9-4d79-aaa2-22748599e6a1,-206000.00,2024-11-03
danamon-9392c198-61b7-41ff-8e46-244de72e7693,381000.00,2024-10-31
danamon-e8b6496a-36b0-4f7c-a359-338eff850443,400000.00,2024-11-02
danamon-d781a65b-1edd-4b4f-b4c8-0b8bfd24e825,-575000.00,2024-10-28
danamon-98df48ce-eb07-43ef-a0a6-55a825eab02f,-725000.00,2024-11-03
danamon-d3a39258-3ba1-4a9d-8e86-5be8b3aa4bd1,587000.00,2024-10-31
danamon-d794f7c6-5a7f-47c0-ba73-23d9ea23980b,376000.00,2024-10-29
danamon-ca6d7b7c-36ae-4424-ba2a-9e7ba486f3e8,550000.00,2024-11-01
danamon-d044258f-a288-4d5a-baf0-0849bc389e9e,549000.00,2024-10-31
danamon-72ff0cc9-5f84-4648-b668-adc9fa6e0473,-115000.00,2024-11-03
danamon-451785c2-e810-4ca5-94d7-2b4a892cf355,-395000.00,2024-11-03
danamon-b4a44732-920a-47b8-9cc3-373397b8df6a,-879000.00,2024-11-01
danamon-71a21bfa-ce8d-4eee-a83b-d42f37db8b68,459000.00,2024-11-02
danamon-e3e235d9-37ca-4608-b09a-41289ac8cbac,790000.00,2024-10-29
danamon-72765532-ae7b-41ba-a45b-1cea64b89fe0,78000.00,2024-10-29
danamon-dfa1abeb-88ca-4095-9e4a-34a4a0ee299b,189000.00,2024-11-02
danamon-120d4633-1c79-4d1d-93f6-1ad74b4a995e,205000.00,2024-10-28
danamon-7fdcd556-7f05-461b-90c8-d51519830642,-664000.00,2024-11-02
danamon-4b237851-c270-4ae3-9449-5e26a387be69,146000.00,2024-10-29
danamon-41c7f842-142a-45ed-8c9d-c9af72770685,669000.00,2024-11-02
danamon-16eac5bc-9cff-4faf-a67e-b126b97d91f6,886000.00,2024-10-31
danamon-3ac83d65-add9-4a96-80a5-148c964188e7,-882000.00,2024-10-30
danamon-54ef7e9d-8a3d-4fb5-a89c-41a46bfe7b68,466000.00,2024-10-29
danamon-82b95720-079d-4f1f-8c6d-fb3b6f164839,952000.00,2024-10-28
danamon-6dc42e14-4890-4efd-8407-34fd5763984b,499000.00,2024-10-31
danamon-64df0488-2060-4a05-8613-9c00b933b502,-464000.00,2024-10-29
danamon-1100b84c-eb66-477d-80f9-0c8276ad29c1,-276000.00,2024-11-03
danamon-fac11374-f671-4e1d-8bff-ce04314ef171,677000.00,2024-10-30
danamon-1de00d01-0c44-43f2-8001-48719baa5dd8,663000.00,2024-11-02
danamon-18b7924d-6aad-479c-bc16-2c24a0af9c7d,-386000.00,2024-10-28
danamon-fba477a0-855e-4812-874f-250982f0257d,-526000.00,2024-11-02
danamon-39dbe984-7434-4daf-a02d-de4404926e88,-566000.00,2024-11-01
danamon-d3850ebe-f284-46a3-ba56-bea904a6e208,628000.00,2024-10-28
danamon-0dcfaec9-0d41-42bd-a68a-6bb0bdd399a5,-802000.00,2024-11-02
danamon-626603f7-5bbe-40a6-92fc-ade52d926cb4,889000.00,2024-11-01
danamon-99858aef-8580-4c87-bbc1-1ef3170dc8f0,878000.00,2024-11-02
danamon-4ec76414-d25b-41cb-8766-e1b88a034a92,169000.00,2024-10-29
danamon-c205cb57-87da-4744-a867-0c0034c43550,691000.00,2024-10-28
danamon-d291eb25-ebef-4fa6-9075-40ebce79ceb8,994000.00,2024-11-02
danamon-001972ec-1da1-4f8d-94cf-0592587423aa,-980000.00,2024-11-03
danamon-6e68660f-f7d7-4b9e-a07a-1a6b97e3bac2,-884000.00,2024-10-30
danamon-bd87643a-d18b-4279-bc6d-194ae8e41316,203000.00,2024-10-31
danamon-7c7aea70-e805-46e3-be68-a04e1334a9ef,646000.00,2024-10-28
danamon-2b1eb098-1b08-4df0-b2c9-42e77099d122,-604000.00,2024-11-02
danamon-a990e83a-2c49-42c0-a92d-a5611f1282dd,217000.00,2024-10-29
danamon-0a3633de-f559-4338-a1c0-e2c4e185f534,-211000.00,2024-10-31
danamon-e1c969eb-9b3c-4564-944f-18e672cd1665,418000.00,2024-10-31
danamon-7173e3bc-4cb8-48d4-b22c-668f4852dea8,309000.00,2024-10-30
danamon-cd35294b-b82e-4540-9e3d-22fe123ec6a0,-692000.00,2024-10-29
danamon-3543469f-d519-4f36-a2be-dc45f88242b6,-729000.00,2024-11-01
danamon-b1405502-86c6-4c89-b7ce-2e39544c8362,-583000.00,2024-10-29
danamon-07e3169f-03f7-4cfd-8393-1e168d9802c7,-525000.00,2024-11-02
danamon-1af583c7-2f57-40e9-a156-e03d261749ee,-54000.00,2024-10-28
danamon-2f3dfc80-8a07-45c8-91ec-0db29091a3cf,-93000.00,2024-11-01
danamon-12633e70-a75d-4904-bfca-e8e3fcf33469,-121000.00,2024-11-03
danamon-8a762277-0403-4496-83a4-2c296c4f5d82,-715000.00,2024-10-31
danamon-621c3aec-0654-4ceb-a9ff-0e2519474b1d,-141000.00,2024-11-01
danamon-5f282d9f-b7eb-4e1d-bcc4-868d18031d55,755000.00,2024-10-28
danamon-9a69a3af-6f2b-46de-a385-e7db6a41d435,-783000.00,2024-10-29
danamon-8c12893a-d983-47bb-9ef1-6e5285d197c4,104000.00,2024-10-31
danamon-83330650-77a7-4d92-b4d9-ceb905ab1451,662000.00,2024-10-29
danamon-f0413e7e-070e-4618-a01a-7f98c0f4e2d8,195000.00,2024-10-31
danamon-2dc9f8e4-2381-4f69-a11e-808236746e51,-671000.00,2024-11-01
danamon-b536b1ad-a6c6-4f99-8c5e-ab3ed7f108c2,-10000.00,2024-11-02
danamon-5a993045-ad7f-45fc-9c6f-b8915397f51f,-13000.00,2024-11-03
danamon-ed088418-a28a-4339-aedb-d33f0832eceb,-582000.00,2024-10-30
danamon-3674f129-3939-4390-a633-0270ac86ef97,-580000.00,2024-11-03
danamon-cf57c40b-4e41-4dbb-a663-2b4324e9c63f,-350000.00,2024-10-31
danamon-23b871c1-3546-4d58-905b-b87ab175f103,417000.00,2024-10-30
danamon-99cb3772-880a-4b54-8d10-8c0feb57dc85,810000.00,2024-11-03
danamon-78ab6c0f-dc85-4fb7-b85b-7952187f0cfb,947000.00,2024-10-29
danamon-5faa6beb-8ad2-4e86-ba08-f664dbdad969,877000.00,2024-11-01
danamon-d3333882-fa33-415c-8a18-29b6760e76d7,636000.00,2024-11-01
danamon-b01e721c-c726-417a-9453-6b421845b94a,-216000.00,2024-10-29
danamon-117b2a49-2e32-4c6f-89f8-8dd65e991d44,281000.00,2024-10-30
danamon-b8a73020-fb71-417e-a9f0-037b0eec70e8,-181000.00,2024-10-29
danamon-87f66f06-6b1e-41bc-9be5-ac208032f630,648000.00,2024-10-30
danamon-c5006514-3750-4f89-aeb1-7dc64b712e33,-231000.00,2024-10-31
danamon-22139e8a-4f2c-4982-8674-6588d2fa48bd,-412000.00,2024-10-31
danamon-7942ae2c-e1a2-40b2-9dd6-935bba25503a,-7000.00,2024-10-31
danamon-8c714f27-66d3-46f7-a5c4-42c8e39ce39a,707000.00,2024-10-28
danamon-9457b059-cc87-4e91-9666-70413a540fa3,931000.00,2024-10-29
danamon-f037f027-147c-43b4-b064-92039431008a,229000.00,2024-11-03
danamon-59eead6e-1614-400a-b75f-d96e832733bd,-408000.00,2024-11-02
danamon-6c3345c0-a791-41e3-8ae5-fd9acbbea315,-828000.00,2024-10-31
danamon-b270aacd-dd2d-4c9b-ab63-cc4c30907e55,-723000.00,2024-11-03
danamon-cd92b475-d231-4ed0-ba6a-e9276d7bcaa6,121000.00,2024-10-29
danamon-255d85d4-3837-4372-8fdf-8d8db8125bf6,-769000.00,2024-10-31
danamon-bba207fd-27f3-46cd-ade8-97687eaa047f,23000.00,2024-10-30
danamon-ba0e303c-09cd-4d46-9432-cf20cf73242c,-379000.00,2024-10-28
danamon-11b90f6c-8b2b-4411-91e9-ee84b606d9db,742000.00,2024-11-02
danamon-19478d74-a486-4696-9e2b-a4bfc13374b9,-102000.00,2024-10-31
danamon-bf4524bb-8b92-4336-bb36-f824df365dfc,-98000.00,2024-11-03
danamon-6153d28c-a0f4-4edc-b15e-43821715fae8,652000.00,2024-10-28
danamon-70e63327-a982-4dac-af0a-c5294449a3f9,426000.00,2024-10-29
danamon-3e141384-e2f5-4d44-8bbe-cb931ce62b63,688000.00,2024-11-03
danamon-723bd840-9660-4ed4-b652-2b1800ff2402,-894000.00,2024-11-01
danamon-8032cea6-81ac-4e94-8ac4-741cb720913f,807000.00,2024-11-01
danamon-9f2aaa0f-c922-42c7-bcd1-d0d1b3190cd3,764000.00,2024-11-03
danamon-496d88c8-d932-469c-af3c-ad01965b9863,-21000.00,2024-11-02
danamon-82863ead-44e7-42fe-88b2-867e5283fe95,-373000.00,2024-11-01
danamon-238f4d9e-9dc9-40ad-a32c-33707e3fb4a1,853000.00,2024-11-02
danamon-7dbc7c61-89d4-4a55-8494-33c171c26370,282000.00,2024-11-02
danamon-9d7369b0-ed11-4bf9-aa9c-8996499538c0,-671000.00,2024-10-31
danamon-edf9dffa-d20d-45e6-85f0-91a1cb3546ed,-849000.00,2024-11-03
danamon-3c75d562-7c54-4d2e-8d5d-e08e26ba036a,-860000.00,2024-11-01
danamon-9feab088-4f62-4dba-91bf-0815b9dca863,-347000.00,2024-11-03
danamon-f3fe8650-c90c-4ee6-bb6d-2e08dd8ced17,-249000.00,2024-10-30
danamon-82c80106-5ff0-498d-b58b-e36433f570d2,597000.00,2024-10-31
danamon-c657e9ac-12b9-4431-85d5-95e4bc1891bd,928000.00,2024-10-29
danamon-16c71c67-9e5c-4081-8b30-636110940762,-693000.00,2024-10-30
danamon-49b83804-d784-496a-afa2-92d0aa37a879,874000.00,2024-11-01
danamon-87336b56-5208-472b-b810-6d56b5ae1a4b,-924000.00,2024-11-01
danamon-e86da04a-703a-4357-8ac6-38c0619f276e,508000.00,2024-10-30
danamon-2b6463fc-44bf-4faa-8876-9b576447df2b,-406000.00,2024-10-29
