trxid,amount,type,transactiontime
d5c5a57b-bd33-4220-9b84-890b23eeeff5,414000.00,CREDIT,2024-11-02 14:34:29.773889
68aaa48b-761c-409e-b1cc-135d0a8796da,760000.00,DEBIT,2024-10-28 10:15:37.773889
53cae522-4529-44d9-9752-e55998b5e691,343000.00,DEBIT,2024-11-03 03:09:35.773889
b5d0ce91-6153-4654-82ae-7a2c2c32077c,337000.00,CREDIT,2024-10-30 13:18:29.773889
26b9c2ce-9992-4222-928f-d374d022c974,301000.00,CREDIT,2024-10-30 02:00:24.773889
56c40364-a73d-4158-a1f9-66993b8836f1,9000.00,DEBIT,2024-11-02 03:13:48.773889
447da275-a9b3-4576-b3a6-7afc8a95d6af,485000.00,CREDIT,2024-11-01 16:58:26.773889
d3249924-c6b6-4619-b909-769a113d0709,753000.00,CREDIT,2024-11-03 06:00:52.773889
d0bf4dfc-0f52-4e61-aca7-6d35d3928159,104000.00,DEBIT,2024-10-31 10:40:07.773889
45dc9a8f-25d1-48c9-b3b4-3e7ed60ba1bc,631000.00,CREDIT,2024-11-03 01:32:05.773889
a42739ee-9873-4a1d-93da-cdfa7cb00625,734000.00,DEBIT,2024-10-28 23:54:10.773889
335fa93d-4127-4111-81c7-d4bb4c32ce92,374000.00,CREDIT,2024-11-03 09:29:45.773889
bb3d9572-791d-4289-87f7-29b7a2b2a7be,342000.00,CREDIT,2024-11-03 01:26:37.773889
64005e36-ddba-414e-8d4f-01eff56dd530,879000.00,CREDIT,2024-11-03 00:41:53.773889
4fbed855-2ec3-4515-98df-8f3bd08ff811,109000.00,CREDIT,2024-10-30 15:47:28.773889
4e12edd5-4475-402a-a47f-9623730c1d9b,452000.00,CREDIT,2024-10-31 18:22:35.773889
e1c7c37d-5ece-463a-b4df-6ed05d6ff4d9,236000.00,CREDIT,2024-10-28 03:08:07.773889
77261b1e-d4e5-4e84-a3bf-52769a463b10,73000.00,DEBIT,2024-10-29 09:28:53.773889
b5dc65cc-34cf-4e8c-afe3-2bfc20d1641a,879000.00,CREDIT,2024-11-01 15:45:10.773889
7b40f682-aa01-4460-a39a-8cedfc7ea7fc,716000.00,CREDIT,2024-11-02 20:25:30.773889
5a46421a-d4ae-4cda-b9d1-6d676caf4d6d,583000.00,DEBIT,2024-10-30 21:27:59.773889
8fa8b975-5fa2-407d-ac41-bb383cb6222e,321000.00,CREDIT,2024-11-01 19:05:35.773889
ceb74340-ba59-4d49-b733-2a5bdaadc6fd,646000.00,DEBIT,2024-10-31 08:20:26.773889
f32ae1f1-7d72-4b46-a8f5-bd379e2d0a87,851000.00,CREDIT,2024-10-29 05:37:40.773889
f0801ad9-0730-4d6c-b77d-8f405229c4bb,90000.00,CREDIT,2024-11-03 03:27:47.773889
a799e50b-d078-46f9-a0d8-7b522fd7c99d,689000.00,DEBIT,2024-10-28 10:31:36.773889
49e0d712-5fdc-4e3b-b9fc-c649fa7707ad,762000.00,CREDIT,2024-10-29 04:08:13.773889
5f5e8716-3ff1-4f70-a022-8e784e2292ec,535000.00,CREDIT,2024-10-31 22:39:46.773889
da37d114-fe4f-4617-bde8-da7ddc75710b,46000.00,DEBIT,2024-10-28 10:00:44.773889
818d1ce6-6b27-4d87-b0d9-af330661edc0,126000.00,CREDIT,2024-10-29 18:25:02.773889
e6267887-bfde-46d2-a127-e8cc7db99d46,431000.00,DEBIT,2024-10-30 05:20:59.773889
5493917c-1d20-4449-9ff3-1846465babbf,356000.00,CREDIT,2024-11-02 18:19:13.773889
9efa785f-2a88-42ff-a932-3f63a158e7a7,152000.00,CREDIT,2024-10-28 13:29:08.773889
cb76f4d4-2abe-4894-8921-43ec75c6be4f,129000.00,CREDIT,2024-11-02 03:21:50.773889
20fd8cfd-a3ae-4db4-8582-b093ba900cfc,653000.00,CREDIT,2024-11-01 21:49:47.773889
14a2eb91-bdae-48ce-8ec1-52159d483c34,667000.00,CREDIT,2024-10-30 00:28:26.773889
d07f7940-1b34-45d1-b834-c9f452a745c2,51000.00,DEBIT,2024-11-03 08:33:09.773889
a8438f1f-13ab-41fa-a9d4-c417daa1c939,497000.00,DEBIT,2024-11-01 01:08:57.773889
4321dfa1-a8b8-4bbb-b9eb-38dccd4faaa5,420000.00,DEBIT,2024-10-29 22:53:25.773889
42e7783d-cd16-4741-9fc6-265705bb9c14,252000.00,DEBIT,2024-10-31 14:45:35.773889
40488eae-8b78-4765-b593-98de43a6833e,750000.00,DEBIT,2024-10-29 07:08:43.773889
249f6642-b913-4c1f-969c-8f934199f1ec,69000.00,CREDIT,2024-11-03 23:07:27.773889
dbba7023-f2b8-4f5d-85e6-748dc7af9343,731000.00,CREDIT,2024-10-31 11:00:17.773889
3f395c8b-7e44-4a78-8b4f-3e51a4dee686,117000.00,DEBIT,2024-10-30 16:01:58.773889
fbbf6bf7-c67f-4c88-9a90-68118be93ec4,384000.00,DEBIT,2024-10-29 17:37:56.773889
61a487d4-5356-41c4-adb6-381c134e6a38,33000.00,DEBIT,2024-11-03 17:10:40.773889
7c5d3524-dc48-473d-a387-58d49c6d80f2,405000.00,DEBIT,2024-11-01 08:38:32.773889
4b85e512-7f69-4ffd-b39f-627aab75af1c,110000.00,DEBIT,2024-11-01 14:58:43.773889
33140491-024a-4b50-ad01-9d097235c45b,505000.00,DEBIT,2024-10-31 01:36:45.773889
157c1b17-d434-4bbf-bac0-5cedfec8c619,790000.00,DEBIT,2024-11-03 22:32:24.773889
5e4d6750-f4ca-4255-83d6-ea5a06d74f8c,693000.00,CREDIT,2024-11-03 14:49:16.773889
6fd91fc7-5259-4a3c-b48b-b38ea005bcab,336000.00,CREDIT,2024-11-03 21:08:03.773889
c437215d-4afa-4664-9666-8424b970c39a,615000.00,CREDIT,2024-11-01 04:43:15.773889
94d80109-c884-4c8d-81ce-3034565ab27b,787000.00,CREDIT,2024-10-29 02:42:57.773889
4457de00-b72e-4e93-baec-2fcafe81377b,198000.00,CREDIT,2024-11-02 03:12:56.773889
11ed6fda-c7cc-4ec2-beb5-537c230285e8,908000.00,CREDIT,2024-10-31 18:49:10.773889
93d2a049-f210-4733-9db8-63f881df583a,642000.00,DEBIT,2024-11-01 14:07:14.773889
8634472b-794d-40d0-abfb-bfe7437c6e99,401000.00,DEBIT,2024-10-31 15:45:42.773889
302c62ba-3c94-4476-84e9-cfc63f98071d,389000.00,DEBIT,2024-10-28 04:54:19.773889
f5b369bb-d51b-49f5-980d-986b6cde0151,450000.00,DEBIT,2024-10-31 01:34:06.773889
1f8bc5c5-ae58-4786-bc15-03d60ccbf8b5,420000.00,DEBIT,2024-11-01 16:34:54.773889
b543e5cd-b945-4b06-b0da-458e6bede9b1,926000.00,DEBIT,2024-11-01 23:56:00.773889
7c923263-f5ad-4a0a-a387-1f590214828e,230000.00,CREDIT,2024-11-02 07:53:46.773889
61062c89-d81a-431e-b631-d7ac9a34efdb,760000.00,DEBIT,2024-10-29 06:33:45.773889
5a65c90c-4d7a-4c9d-bc8f-2fa2dd45dd81,896000.00,DEBIT,2024-10-30 06:51:27.773889
2129905e-4c89-4a75-b625-8b38f7088256,90000.00,DEBIT,2024-10-29 09:47:24.773889
90a60c9b-cfae-4f97-8ced-375a0422224d,234000.00,CREDIT,2024-10-30 06:09:12.773889
72cad7f2-264a-466f-81be-55a8ba9a357a,168000.00,DEBIT,2024-11-03 10:36:39.773889
75c85748-cd02-4663-9b3e-a3b33b8eb152,789000.00,DEBIT,2024-10-28 16:31:22.773889
8de647f1-348a-4bfb-9a49-f2c4836aa937,892000.00,CREDIT,2024-10-31 15:57:09.773889
cc6daa3c-915a-4cb8-b0be-64706e7b4330,174000.00,DEBIT,2024-10-31 19:11:51.773889
f2af6ab9-9be5-4c24-8305-bf56e7a4a405,208000.00,CREDIT,2024-10-28 18:45:51.773889
62797302-74c9-4e1b-a9e7-b6163926c424,369000.00,DEBIT,2024-10-31 23:24:54.773889
e58a72e5-8f3c-4cf9-aa3a-59f21332b3d0,929000.00,CREDIT,2024-11-03 10:56:30.773889
26d55b2d-303e-443a-a980-5ab7181c5cde,352000.00,DEBIT,2024-10-30 08:23:57.773889
08fc99cc-7801-4e03-a67f-d5f469ce863a,46000.00,CREDIT,2024-11-03 20:10:04.773889
8bc9963b-44ff-4168-8e66-4f7af0f928a5,765000.00,CREDIT,2024-10-31 02:14:38.773889
181f289b-f62f-4974-b901-eddf342d4372,719000.00,CREDIT,2024-11-02 21:28:00.773889
a600ec80-9f93-4e82-8ac3-04c948f60916,151000.00,DEBIT,2024-11-03 02:05:07.773889
2a09dddb-91dc-4821-b517-546256a40727,242000.00,CREDIT,2024-10-28 08:53:43.773889
1189b787-3277-4ef4-a0bb-6f18f72ac30d,713000.00,DEBIT,2024-11-02 16:52:34.773889
7a94643f-3cbb-4bff-a66f-3ee43a1d234c,660000.00,DEBIT,2024-11-02 15:07:37.773889
b3502a63-bbb9-4671-99a6-db20e7c151b9,226000.00,DEBIT,2024-10-29 00:48:08.773889
b6953aa6-8796-4d7b-b20e-641023d0d7dd,698000.00,CREDIT,2024-11-03 20:26:19.773889
9d23efe1-4f21-4141-8185-49fec68e211c,509000.00,DEBIT,2024-11-03 08:25:13.773889
7dca0a96-2b35-401a-8891-6da3ebc237cd,789000.00,CREDIT,2024-11-02 09:07:46.773889
ae272bdd-caa2-4d3e-95e3-2d61045868ff,749000.00,CREDIT,2024-11-02 01:04:00.773889
2c0c64b5-a71a-40f2-9211-815fe63e8557,497000.00,CREDIT,2024-11-02 16:38:38.773889
e0f3e34d-bea6-4b35-806a-cdef96f83c90,555000.00,CREDIT,2024-10-29 18:32:34.773889
1fa1cdf4-3d07-4fec-842b-940204d98ca7,615000.00,CREDIT,2024-11-02 15:27:47.773889
5d231dd7-9041-4d0c-ab02-36a49b456470,837000.00,CREDIT,2024-10-29 21:26:37.773889
86d9a8ca-133c-4c10-bb4e-4cb5dd9b983e,562000.00,DEBIT,2024-10-31 09:25:23.773889
8695a9f6-0aeb-41bc-a76d-314aea6e4295,715000.00,DEBIT,2024-11-02 14:14:42.773889
73774d08-c9e9-4416-9da7-773029497df7,264000.00,DEBIT,2024-10-31 06:22:17.773889
87ef8382-88dd-42ce-b7b2-1ac28c67db0a,221000.00,DEBIT,2024-10-30 09:20:43.773889
2eaaab20-d688-4cd9-8ae2-773456625bfd,969000.00,DEBIT,2024-11-03 17:02:45.773889
76dd1835-1d1a-4944-aa2a-fcca54ff8797,300000.00,DEBIT,2024-10-29 11:05:21.773889
d05a0a84-b311-4d0e-8c71-b90dd5c5ccc5,417000.00,DEBIT,2024-10-30 19:48:06.773889
e13e6ae6-d2d3-4fd8-89e6-bd2aade1a531,680000.00,DEBIT,2024-10-29 22:53:00.773889
1554887d-57bc-4ab1-b0d0-e29d5aba2272,551000.00,CREDIT,2024-10-29 08:48:16.773889
0958a4ed-f0de-410a-a94f-f3253521bc7a,627000.00,CREDIT,2024-11-03 22:05:14.773889
234ae428-b1f5-4cd4-b076-fc95ce0b1c7f,848000.00,DEBIT,2024-10-31 20:54:44.773889
1031ebe3-4cbb-48f3-a34c-1d343527db0f,461000.00,CREDIT,2024-11-04 00:47:10.773889
cb8e2f17-631b-4f08-a8da-3bdae6780d7a,90000.00,DEBIT,2024-10-29 15:49:29.773889
ec752bef-05db-4bc4-b42b-fcc5f5b8376b,443000.00,DEBIT,2024-11-02 13:10:56.773889
7465827f-326a-44c0-91e2-79e6c697327c,522000.00,DEBIT,2024-11-03 19:45:32.773889
5e382943-e0a0-483a-89d6-85a755057983,525000.00,DEBIT,2024-10-28 18:35:55.773889
df62a1bc-f3a3-44b2-88dc-605cc9a46981,691000.00,CREDIT,2024-11-03 21:36:01.773889
4e4f2c64-f484-4f9c-bc5a-1c986dde41d9,804000.00,DEBIT,2024-10-29 20:18:41.773889
3269cd17-d719-454e-a943-e02cbadb18cc,998000.00,DEBIT,2024-10-30 10:55:33.773889
8c129b03-92a0-4b8f-a67b-610c2b1e386f,488000.00,CREDIT,2024-10-31 20:40:27.773889
65e6a724-985d-4038-8145-3159c9477044,663000.00,CREDIT,2024-11-01 17:42:51.773889
78802a58-5473-4f0a-9fe8-892d4ac13351,953000.00,CREDIT,2024-11-01 18:59:17.773889
3bb80028-ba1b-4572-b325-8bb8e23b1829,551000.00,CREDIT,2024-10-28 16:07:48.773889
32d7e1e1-a783-4243-a683-96449eacb6b3,536000.00,DEBIT,2024-11-01 02:44:34.773889
fb616398-041e-41dc-9fbe-6a6da9b3a765,23000.00,CREDIT,2024-11-02 10:02:10.773889
7270078b-6c37-4f3c-b5c8-428c807da825,208000.00,DEBIT,2024-10-31 22:44:36.773889
844ff25c-f8d1-4f00-9026-e92c1d4b5bb1,801000.00,CREDIT,2024-10-28 02:33:22.773889
a052a343-f05a-4590-85ee-e928e7042bbc,135000.00,DEBIT,2024-11-02 16:53:04.773889
d8d51e50-c2cc-4fc3-9317-e8bdd76ab45d,969000.00,CREDIT,2024-11-01 10:47:16.773889
bd18cc77-8f0f-4835-aeac-bfa71c3eaf85,751000.00,DEBIT,2024-10-31 18:02:13.773889
035cef8c-69a9-4879-acad-14bedf939d02,301000.00,CREDIT,2024-11-03 01:59:15.773889
6ba9ca3c-6c85-47b6-bea6-9947d1839552,487000.00,DEBIT,2024-10-31 19:47:28.773889
873a35ac-07ab-47e4-aeed-1f479bbb16b5,543000.00,DEBIT,2024-11-03 18:54:50.773889
1f586249-91d0-4835-9501-de9f7b2ba702,50000.00,DEBIT,2024-10-30 00:48:16.773889
dae8b1e2-d81c-4c09-9dfa-16d7c393964d,571000.00,DEBIT,2024-10-28 12:17:36.773889
9c359a44-04ae-4e9e-bfe7-749d5a32fab1,966000.00,CREDIT,2024-11-01 00:14:50.773889
3a19a910-c84b-4da3-96ae-9cc5a5760526,267000.00,DEBIT,2024-10-30 22:45:41.773889
2a1c5012-76a7-42b1-a486-ba50eb699a0b,776000.00,CREDIT,2024-10-30 23:38:09.773889
a2021e3a-8201-4a53-9af7-6f1690a9bfe3,524000.00,DEBIT,2024-11-02 14:47:55.773889
95defb18-3514-405e-96ac-e81fe8d28b94,806000.00,DEBIT,2024-10-30 15:50:52.773889
963b0b72-5a20-4b72-ba3d-ff52e23d7d5c,430000.00,DEBIT,2024-11-02 04:10:43.773889
eb1ad47e-2869-45e6-a244-e31730ac1e92,191000.00,CREDIT,2024-11-03 05:43:30.773889
4eb867c8-e01f-4891-9cb3-773aaf237fc7,723000.00,CREDIT,2024-10-29 19:36:27.773889
4f756c24-624a-48f4-a1c8-4d18ceb807d1,505000.00,DEBIT,2024-11-01 06:01:04.773889
f9a44d17-d25b-4e61-a7a2-f14b0bf9ebb1,160000.00,DEBIT,2024-11-02 02:20:01.773889
fe974911-d449-4f7a-a3f6-e070e6865919,93000.00,CREDIT,2024-10-31 07:40:30.773889
df0ebd93-e412-45fd-ba92-d5a9345e963e,320000.00,DEBIT,2024-11-01 19:21:18.773889
27fc3811-a0b0-4882-aa8b-7c6374e700d9,567000.00,CREDIT,2024-11-01 19:53:17.773889
f15f43e6-2d79-47b0-be70-b78dcb3735f8,196000.00,CREDIT,2024-11-03 02:56:25.773889
34b49f6e-ce30-4d83-a6bc-5b62a4e9f7c6,401000.00,DEBIT,2024-10-31 18:41:32.773889
f3396d33-ec4f-4c2b-863e-fcc357856074,898000.00,DEBIT,2024-10-30 10:48:28.773889
e4fb1ae1-fb5e-4630-81ed-16d55dbe5007,234000.00,CREDIT,2024-10-30 21:32:30.773889
f5951255-14f3-43ff-b05c-45aa01e47d5d,253000.00,DEBIT,2024-10-28 01:31:45.773889
40d2d456-76e7-413c-9831-156dc7abfc8d,729000.00,DEBIT,2024-11-02 14:31:40.773889
a700a561-ed62-4e3c-b963-5573d9d0be95,576000.00,CREDIT,2024-10-28 07:51:05.773889
f095dd4b-45e2-4f78-87ae-71c25d219851,760000.00,CREDIT,2024-11-01 01:49:04.773889
33ecb9e9-fd07-460a-9d5e-15a0ccb694c6,357000.00,CREDIT,2024-10-30 23:03:55.773889
ab72d8e3-1a0b-49e3-aff6-408cd774b30b,266000.00,DEBIT,2024-10-29 01:40:07.773889
1e94a27d-bf48-48da-8e09-c55568c7f8b2,799000.00,CREDIT,2024-10-30 19:57:29.773889
65422c12-bcfa-4084-a0ad-48748692b52c,212000.00,DEBIT,2024-10-29 02:24:21.773889
6c461705-00cb-42dc-89ae-39321f00798d,374000.00,CREDIT,2024-11-02 15:27:55.773889
62ff4ffe-78c3-4629-a671-bbd6c227cefb,346000.00,CREDIT,2024-11-01 03:17:33.773889
dbcd8c43-ef85-408b-a56e-2736c6d0d5be,231000.00,DEBIT,2024-11-02 14:51:17.773889
73be9046-d5a8-47d6-8828-da3e97d5a5d0,495000.00,CREDIT,2024-10-30 11:12:09.773889
1653e835-3562-4ed4-bdfa-1b1546b53517,65000.00,DEBIT,2024-11-03 22:34:38.773889
95c27874-31cc-4791-b79f-7f6ab176ae5e,500000.00,DEBIT,2024-11-03 00:14:13.773889
f7e8d5bf-6dd9-4fe3-b4dc-b95629313949,405000.00,CREDIT,2024-10-28 18:26:35.773889
989c5b03-efcb-4737-9356-21e1341ecd17,770000.00,CREDIT,2024-10-30 08:04:46.773889
790cf40c-5e0f-4138-8a06-3bb2080ed69f,882000.00,CREDIT,2024-11-01 05:55:17.773889
ad49e62e-76c6-448b-99b6-99dd81b4900d,332000.00,CREDIT,2024-10-29 14:39:45.773889
8b812910-74ae-4ff6-81e1-1d8bdf482b37,63000.00,CREDIT,2024-11-03 00:36:04.773889
bb2236e3-d14d-4da1-b22b-aaedc27557f6,462000.00,CREDIT,2024-10-31 04:18:59.773889
e413a794-51d7-4ac7-8d48-1494a1f6f9dd,421000.00,CREDIT,2024-10-28 12:53:31.773889
9f66d295-2355-4a42-b4d8-0c6972efbcf9,747000.00,CREDIT,2024-10-29 11:13:23.773889
b59c4133-2735-408f-ba6c-95ab803cfcd8,866000.00,CREDIT,2024-11-01 11:31:04.773889
0c33b04c-2e92-490c-8d3d-c70568d74c00,553000.00,CREDIT,2024-10-29 19:34:57.773889
156ad406-0cfd-4b35-8760-3a576ae9922b,424000.00,CREDIT,2024-11-01 15:34:04.773889
ab67af9a-3a39-492f-8a57-3dc6dc318685,33000.00,DEBIT,2024-10-31 14:09:42.773889
1ceb940f-5890-46fa-8a67-eef9331c6cb2,625000.00,CREDIT,2024-11-02 02:54:01.773889
8e70bd0b-c0e8-45d2-9533-3b9976b883fb,28000.00,CREDIT,2024-10-30 22:33:22.773889
023c11e2-ebb6-4b35-a78c-7cf9c28925b1,556000.00,CREDIT,2024-10-28 19:53:12.773889
ecb10af5-372c-4421-8efc-ca9671d8fa0f,220000.00,DEBIT,2024-10-31 11:04:32.773889
c5ade5e7-c2a1-43ad-a8a5-8848d02dc24f,774000.00,DEBIT,2024-10-30 10:09:40.773889
0707f316-821e-4dd0-a619-498ce6f38713,923000.00,DEBIT,2024-10-31 09:36:54.773889
2b55ac55-1cd2-4ba6-914d-ffdd5d85330f,192000.00,CREDIT,2024-11-01 18:54:41.773889
764a7fa8-7593-4405-b968-e8e16afd6bf7,96000.00,DEBIT,2024-11-03 23:39:50.773889
1f270da5-0433-4179-94bc-b60427eec237,795000.00,CREDIT,2024-10-28 14:49:31.773889
2d4c90b1-e2ba-4f10-9ca4-dde5a96c176c,438000.00,DEBIT,2024-10-28 15:42:55.773889
677c7315-c2af-43fa-b119-0d0a1ae6b748,72000.00,CREDIT,2024-10-30 12:58:50.773889
b49e2314-4520-4570-9cfa-34aaf8684b31,913000.00,DEBIT,2024-11-03 03:18:54.773889
6278bce8-7eae-4d26-a769-d7dd66f71f4f,611000.00,CREDIT,2024-11-01 11:42:41.773889
1637b7e8-8422-4ea4-9bda-cf61f68357af,991000.00,CREDIT,2024-10-29 01:43:45.773889
ce999a82-472b-40c5-a9b1-09beef5a22cd,629000.00,CREDIT,2024-11-03 12:34:16.773889
436aba5c-22ef-4824-83d1-f1071cf58883,513000.00,CREDIT,2024-11-02 16:43:59.773889
0d55a465-9542-45eb-b5fe-b24710672bc8,683000.00,CREDIT,2024-10-31 12:27:18.773889
ed7176b2-7c78-4b78-9083-5fcdbeb792ee,783000.00,DEBIT,2024-11-01 14:44:23.773889
85ddcd8e-b9c3-4c68-b8e9-153df55065d2,455000.00,DEBIT,2024-10-31 08:28:44.773889
abe30841-f729-4df7-8286-c01343b248db,778000.00,DEBIT,2024-10-30 01:09:50.773889
77befecb-c9fa-4e74-b096-450c502827a1,529000.00,DEBIT,2024-10-30 00:17:10.773889
fab7d0b0-f153-41b4-92af-ccb5ed07d73e,919000.00,CREDIT,2024-11-03 05:54:09.773889
01d07bbc-8c7c-4713-90de-ac8767284fb2,596000.00,DEBIT,2024-11-02 19:50:03.773889
8ab258bd-0624-4af2-b81d-c5a7258dc4f2,946000.00,CREDIT,2024-10-29 21:06:06.773889
10e7812b-3c03-4bb9-9d91-f0f8253830d6,834000.00,DEBIT,2024-10-29 16:51:12.773889
ab0d7468-ad5c-4d31-b1f3-efd5d945643e,767000.00,DEBIT,2024-11-02 06:45:27.773889
1398ea2f-61e0-45bc-a0f5-a82a55bda5a6,913000.00,CREDIT,2024-11-02 19:47:01.773889
4a9c2abb-09a8-4593-98ea-a42b6150c09e,221000.00,CREDIT,2024-10-30 13:27:58.773889
f6f586c1-c268-40e2-8a98-6e6b49eb2ab0,301000.00,CREDIT,2024-10-28 08:59:02.773889
587e94f9-475d-4f2f-8d89-953aec65b0e7,841000.00,CREDIT,2024-10-29 18:15:05.773889
fcc6f83b-4568-4f5c-855e-fad30ba831f1,640000.00,CREDIT,2024-10-31 20:55:28.773889
6bd3868c-21a1-4705-9a4d-2ea9bd7cb5d5,735000.00,DEBIT,2024-11-01 19:30:36.773889
bef293c6-4f75-40bd-bd5f-b53c95699902,446000.00,CREDIT,2024-10-30 16:05:04.773889
beb0b8b3-aaf4-4064-ba77-af4fe229f2cd,960000.00,DEBIT,2024-11-03 15:41:28.773889
491dc6f3-cc9c-4405-a345-f1a80f8f4eff,615000.00,CREDIT,2024-11-02 19:41:12.773889
b41f1bcd-7e5c-4e71-bb61-77b95e93c80c,178000.00,DEBIT,2024-11-02 02:15:44.773889
dfbd4231-b9b7-4715-ad5e-fb00499416f1,687000.00,DEBIT,2024-10-30 14:08:58.773889
4c7b2243-2de5-49ee-8146-b76b65679595,904000.00,CREDIT,2024-11-02 23:19:39.773889
01d6825e-0908-4dd0-8d56-7460fe143005,437000.00,CREDIT,2024-10-30 22:32:58.773889
a46ee642-65a6-46fa-a171-ba689c7dd144,960000.00,DEBIT,2024-11-02 09:06:58.773889
0d69179c-1b7c-4057-a490-1068666b8284,832000.00,DEBIT,2024-10-30 22:37:09.773889
209c146c-c98e-4dfa-844f-d7e730834c3a,692000.00,DEBIT,2024-10-30 18:44:58.773889
f1b65c3b-0afb-4317-a7c2-f323849d78fc,724000.00,CREDIT,2024-10-31 23:10:52.773889
cf1cfd77-5733-4c19-b382-37386dfe83a7,219000.00,CREDIT,2024-11-01 05:10:53.773889
d83b999a-57f7-430a-85ec-a818a5f069d8,737000.00,CREDIT,2024-10-31 11:37:12.773889
a51ee571-544e-489f-9f21-ca90a860a863,512000.00,CREDIT,2024-10-28 06:14:59.773889
2ad986c6-b359-4d5c-a744-8a1ec52f7e95,290000.00,CREDIT,2024-10-30 06:14:51.773889
ef6a8cbf-3a7c-4ce9-93de-5a3d5a524204,651000.00,CREDIT,2024-11-01 23:18:45.773889
ce5b7add-a568-4daf-a437-1d62650dc933,929000.00,CREDIT,2024-11-02 18:56:14.773889
54b05549-2f40-438f-81e3-eea02ef87eda,679000.00,CREDIT,2024-10-29 01:30:48.773889
2bc65954-0d45-4b87-806f-a91bfcf251c9,641000.00,DEBIT,2024-11-02 01:32:53.773889
01c5bd3e-2ee0-4ec3-a528-33caeccfa500,234000.00,DEBIT,2024-10-31 00:09:16.773889
70cdaad0-7dd2-4418-83f8-50a039ba5d24,288000.00,DEBIT,2024-10-28 14:59:22.773889
b91ad269-4bd9-4c10-8e7c-48f7f0191e43,572000.00,CREDIT,2024-10-30 14:30:39.773889
afa9e65e-4d83-4497-99a6-9675ed75be83,633000.00,CREDIT,2024-11-02 22:30:00.773889
0f73a04a-8574-4cce-896a-316826c34908,990000.00,DEBIT,2024-10-30 04:54:41.773889
7775decf-1232-4e7f-9d49-bb0ded98224d,719000.00,DEBIT,2024-10-31 18:14:33.773889
6ce6e288-f73d-4c4e-9a2a-43513581e8e5,717000.00,DEBIT,2024-10-29 21:32:27.773889
83aa7fc2-5cb3-4e71-bcc4-52885e70d09e,239000.00,DEBIT,2024-10-29 07:05:56.773889
381e245d-6464-4ae9-bd78-e673aa85dd30,194000.00,DEBIT,2024-10-28 16:28:51.773889
f9633118-f958-4616-bd17-d18376d1b57a,312000.00,DEBIT,2024-10-29 09:12:35.773889
09b65ad4-7a86-4851-997e-f6aa1898d0ac,753000.00,CREDIT,2024-11-02 07:59:06.773889
4604e468-9412-4978-b4d3-e9465264ebfd,408000.00,DEBIT,2024-11-02 05:04:07.773889
78fcc751-eefe-4fd7-b30c-8f7104a783eb,196000.00,DEBIT,2024-10-29 15:37:07.773889
ee5aa8bd-eede-44a3-a153-1cdf475df611,533000.00,DEBIT,2024-10-30 23:14:41.773889
cc89c91f-9687-41c5-92ed-883acdc13ca1,18000.00,CREDIT,2024-10-30 16:30:14.773889
e7746117-3925-47f2-9a74-45933c7971dc,975000.00,CREDIT,2024-10-29 22:46:29.773889
5bee0187-23bd-4f2f-b734-162f456d6a2e,118000.00,DEBIT,2024-11-02 16:54:34.773889
5c824239-abe3-402a-b717-15a3718d460f,355000.00,CREDIT,2024-11-01 10:33:47.773889
d2adc188-e90b-4713-a1aa-8239455abe1c,398000.00,CREDIT,2024-11-02 04:58:29.773889
b0217ff5-693e-49d0-a8ee-63d9277bc838,861000.00,DEBIT,2024-10-31 04:43:54.773889
f649b25f-4f1e-4129-b5ba-656502905c4a,136000.00,CREDIT,2024-10-29 15:11:25.773889
c58f6d8b-32c1-420c-a61d-0a1e8bcff6e7,523000.00,DEBIT,2024-11-01 15:28:14.773889
b263b23c-9815-47a9-a579-2610b90c058b,972000.00,DEBIT,2024-10-29 07:33:59.773889
390ce659-c878-4464-b519-e4c29292651b,213000.00,CREDIT,2024-10-30 23:08:31.773889
cdb9abeb-0605-4e90-8ddc-e715afbff392,712000.00,CREDIT,2024-11-03 07:20:46.773889
4c960065-7905-4e2e-93d3-bb1cfd5b4d3f,716000.00,CREDIT,2024-10-28 04:34:15.773889
a261afaf-ab67-4a75-8f31-2ec93b30df40,155000.00,DEBIT,2024-10-31 20:29:33.773889
a5db472e-2fc9-436e-ab02-2d80244de110,917000.00,DEBIT,2024-10-31 22:55:19.773889
85975f4d-19c8-4784-94c3-428deea07206,638000.00,DEBIT,2024-10-28 12:25:18.773889
c9e0ca55-c955-434b-9537-eb6b0c6ffdf0,365000.00,CREDIT,2024-10-31 14:09:33.773889
e452f393-4108-4adf-a29e-6744bfa132be,668000.00,CREDIT,2024-11-01 20:23:09.773889
62cdd8b4-6c5c-4f02-b3c4-83fed4797849,894000.00,CREDIT,2024-10-30 21:42:29.773889
3ab6d694-07c2-4e07-961c-34e1184720a0,440000.00,CREDIT,2024-10-31 08:48:04.773889
e7486e2c-4f6a-431a-ac28-687ca4f08c26,567000.00,DEBIT,2024-11-02 08:10:11.773889
7a4a2f16-3001-4428-a9ff-7e67049b0057,116000.00,CREDIT,2024-10-31 08:17:03.773889
e36a4777-3a63-4018-bc07-01a84a29c44a,259000.00,DEBIT,2024-10-28 18:58:29.773889
739839a7-c69f-4f51-82d9-cc63309b61b8,389000.00,DEBIT,2024-10-31 19:15:59.773889
